Target3,DataPSTNPss1,DataPSTNPss2,DataPSTNPss3,DataPSTNPss4,DataPSTNPss5,DataPSTNPss6,DataPSTNPss7,DataPSTNPss8,DataPSTNPss9,DataPSTNPss10,DataPSTNPss11,DataPSTNPss12,DataPSTNPss13,DataPSTNPss14,DataPSTNPss15,DataPSTNPss16,DataPSTNPss17,DataPSTNPss18,DataPSTNPss19,DataPSTNPss20,DataPSTNPss21,DataPSTNPss22,DataPSTNPss23,DataPSTNPss24,DataPSTNPss25,DataPSTNPss26,DataPSTNPss27,DataPSTNPss28,DataPSTNPss29,DataPSTNPss30,DataPSTNPss31,DataPSTNPss32,DataPSTNPss33,DataPSTNPss34,DataPSTNPss35,DataPSTNPss36,DataPSTNPss37,DataPSTNPss38,DataPSTNPss39,DataPSTNPss40,DataPSTNPss41,DataPSTNPss42,DataPSTNPss43,DataPSTNPss44,DataPSTNPss45,DataPSTNPss46,DataPSTNPss47,DataPSTNPss48,DataPSTNPss49,DataPSTNPss50,DataPSTNPss51,DataPSTNPss52,DataPSTNPss53,DataPSTNPss54,DataPSTNPss55,DataPSTNPss56,DataPSTNPss57,DataPSTNPss58,DataPSTNPss59,DataPSTNPss60,DataPSTNPss61,DataPSTNPss62,DataPSTNPss63,DataPSTNPss64,DataPSTNPss65,DataPSTNPss66,DataPSTNPss67,DataPSTNPss68,DataPSTNPss69,DataPSTNPss70,DataPSTNPss71,DataPSTNPss72,DataPSTNPss73,DataPSTNPss74
0,0.0071591,-0.01585628,-0.00721285,-0.002894236,0.002865294,0.007177706,0.017235177,0.00573679,-0.011535599,-0.008649632,-0.014438105,-0.008649632,0.005732655,0.004291739,-0.004331018,0.007177706,0.007173571,-0.002890102,-0.001451253,0.011483916,0.004295874,-0.004333085,-0.00145332,0.007177706,0.001407839,0.004287604,-0.002904573,-0.002921111,0.00282188,-0.010084346,-0.001463657,-0.002900438,-2.89E-05,-1.86E-05,-0.005780203,0.008560738,0.01002026,-0.007210783,0.001395435,-0.007206648,-3.10E-05,0.011461176,-4.13E-05,0.002842554,-0.001471926,0.002848755,0.004275201,-0.002923179,-0.008670305,-0.012974448,-0.023067064,-0.004349624,-0.001476061,0.004262797,0.008569007,-0.007219052,0.008600017,-3.10E-05,-0.002898371,0.001416108,0.005745059,0.002867361,0.001416108,-0.001471926,-0.010100885,-0.002902506,-0.007225254,0.010034731,0.010028529,-0.001459522,0.010026462,0.011481849,0.00285289,-0.002900438
0,0.010024394,0.005709915,0.002844621,0.004271066,0.011459109,-3.51E-05,0.002842554,0.005701646,-0.002914909,-0.015862482,-0.01155007,-0.008645497,0.001405772,0.002846688,-0.004357893,-3.10E-05,-0.008645497,0.004295874,0.004285537,0.015775655,-0.011531464,-0.00864343,-0.002894236,-0.018742248,-0.004345489,-0.002890102,0.007177706,-0.00721285,0.004293806,0.004297941,0.008604151,0.004289672,0.010030596,0.00573679,0.002842554,0.004291739,0.005728521,0.008608286,0.005728521,0.010049202,0.004300008,0.005730588,-0.002888034,0.005732655,-0.004326883,-1.86E-05,-0.005763665,-0.001457455,-1.86E-05,0.011483916,0.010047135,0.005732655,-0.004322749,0.005742992,-0.001447118,-0.015835607,-0.011516993,-0.018721574,0.001426445,0.00143058,0.001426445,0.011479782,0.017224841,0.00428347,-0.002896304,0.004285537,-0.007227322,-0.00145332,-2.07E-05,0.002857025,0.014351278,0.011475647,0.004287604,-0.0057678
0,-0.008657901,-0.004372364,-0.005774001,0.005742992,-0.004333085,-0.001478128,0.015750848,0.00282188,-0.008653767,0.005730588,0.005742992,-0.001447118,0.008593815,0.004291739,-0.004331018,-0.007223187,0.001426445,-0.008653767,0.001428512,0.002861159,-0.001455387,0.002863227,-0.002896304,-0.004328951,0.002863227,0.015777723,0.008585545,0.010032664,-0.001463657,0.001418176,0.01434921,-1.45E-05,-0.004328951,0.007163235,-0.001482262,0.004260729,0.004279335,0.007163235,-0.002904573,-0.00864343,0.012922765,0.004289672,-1.65E-05,0.001418176,0.004287604,-1.86E-05,-1.86E-05,0.010024394,-3.10E-05,0.001418176,-0.005757463,-1.24E-05,-0.001457455,-0.01440296,-0.002885967,0.002863227,-0.007202514,-0.01295791,0.011479782,0.005724386,0.010047135,-0.00864343,0.004281402,-0.007208716,-1.45E-05,0.007171504,-0.007210783,-1.45E-05,0.002861159,0.001409907,0.008610353,-0.007208716,-0.007225254,-0.011570743
0,0.011492186,-0.004347556,-4.13E-05,-1.86E-05,-0.004326883,0.012910361,-0.005784338,-0.02879145,-0.004364095,0.002840486,0.005709915,-0.005774001,0.005714049,-0.001459522,-0.004341355,0.011461176,-0.002888034,0.004297941,0.010036798,0.005726453,-0.015839742,0.004297941,0.004295874,0.001428512,0.00142231,-0.004326883,-0.007210783,-0.002885967,-1.45E-05,0.011477714,0.007173571,-0.001469859,-0.001463657,0.007165302,-0.005780203,0.008560738,0.010016125,0.004273133,0.005730588,-0.002904573,0.002850823,0.011461176,0.007171504,0.008604151,0.004281402,0.002854957,-2.69E-05,-0.005780203,-2.07E-05,-2.89E-05,0.00428347,-0.005774001,-2.27E-05,-0.005769867,0.00861242,-2.07E-05,0.004281402,0.0129269,-0.005765732,-0.007200447,0.005732655,-0.00433722,-0.011525263,0.001418176,-0.007204581,-0.00433722,-1.45E-05,0.007165302,-0.001445051,-0.002879765,-0.004331018,-2.48E-05,-0.001463657,-0.004345489
0,0.018643017,-0.010084346,-0.002912842,-3.72E-05,-0.007219052,-3.51E-05,0.002842554,0.005701646,-0.002914909,0.004289672,0.012912429,-0.002892169,-0.002898371,0.00573679,-1.24E-05,-0.007204581,-0.012966179,-0.002900438,-0.004339287,0.010040933,0.014322335,0.0071591,0.007175639,-0.001467791,-0.005778136,0.005722319,0.005720251,-0.001467791,0.010045067,0.005734723,0.00716737,0.012912429,-1.65E-05,0.005730588,-0.002898371,-2.69E-05,0.002863227,0.001424378,-0.007204581,-0.004328951,-0.007210783,0.002863227,0.007150831,-0.00722112,-0.001471926,-0.008659969,0.011452907,-0.005800877,-0.015858348,-0.008666171,-0.004326883,-0.004333085,-0.001459522,0.004291739,0.004295874,0.005732655,-0.007198379,-0.021607542,-0.00433722,0.011475647,-0.001465724,0.007163235,-0.008641363,-0.002892169,-0.0028839,-0.005763665,0.001416108,-0.002892169,0.001426445,-0.008635161,-1.03E-05,-0.001451253,-0.002898371,0.004295874
0,-0.033161746,-0.03024477,-0.011543868,-0.004345489,0.008595882,0.017226908,-0.002890102,-0.00145332,-0.001463657,-0.00148433,0.001411974,-0.007200447,-0.004324816,-0.017270322,-0.024485239,0.007161168,-0.00579054,0.012875217,-0.004355826,-0.005788473,0.001395435,-0.011545936,-0.00722112,-0.01728686,-0.002898371,-0.007219052,0.001407839,-0.001459522,0.005734723,0.001418176,-4.13E-06,0.002865294,-0.004324816,0.014351278,-0.005780203,0.008560738,0.0071591,-0.005780203,-0.001465724,0.002844621,-0.011533532,0.011461176,0.014334739,0.007152898,-0.01441123,0.001401637,0.00428347,-1.45E-05,-0.005763665,-0.01440296,-0.005776069,-0.004339287,0.010047135,-2.69E-05,0.001409907,-2.69E-05,-0.017307533,-4.34E-05,0.001401637,0.005730588,0.008604151,0.001420243,0.008595882,0.00716737,0.010026462,0.012900025,0.002838419,-0.002898371,0.002850823,0.008597949,0.012920698,0.010040933,0.005732655,-0.005794675
0,0.001424378,-0.002888034,0.00716737,0.015761184,-0.002896304,-0.001449185,0.007181841,-0.004326883,-1.45E-05,0.00143058,-0.001442984,-1.24E-05,-0.004335153,0.00142231,-0.005771934,0.010038865,0.010047135,0.002850823,-2.69E-05,-0.004328951,-0.001455387,0.007169437,0.007175639,0.004302076,-2.07E-05,0.011469445,0.002863227,-0.001449185,0.011483916,-2.27E-05,0.00716737,-0.011531464,-0.014407095,-0.011516993,-0.001449185,0.005730588,0.011475647,0.008597949,-1.86E-05,-0.005765732,0.002850823,-0.010088481,0.005726453,-1.65E-05,0.007173571,0.002867361,0.008606218,0.018669892,0.004287604,0.001405772,0.001414041,-1.45E-05,-0.004355826,-0.007214918,0.00573679,0.001426445,0.002859092,0.001418176,-0.005765732,0.001424378,-0.002898371,-0.002890102,-1.03E-05,-0.008645497,-0.005780203,0.005734723,-0.001447118,-8.27E-06,0.002861159,0.001409907,-0.007208716,-0.011521128,-0.005761598,0.005740925
0,0.005693376,-1.65E-05,-0.001451253,-0.004345489,-0.005784338,-3.51E-05,-0.01585628,-0.007239725,0.001401637,-0.002919044,-0.005788473,0.001424378,0.005732655,0.004291739,0.001416108,0.002846688,0.007161168,0.002838419,0.010038865,-0.004341355,-0.004335153,0.0071591,-2.89E-05,0.005718184,0.004271066,-2.27E-05,-0.00579054,0.001420243,-0.002904573,-0.005774001,-0.002904573,0.008604151,0.015796328,-1.24E-05,-0.004333085,0.001405772,-1.24E-05,-0.004331018,-0.00722112,-0.001459522,-0.004331018,0.004293806,0.002842554,0.002850823,0.004300008,0.007173571,0.001418176,-0.001447118,-1.86E-05,-0.01440296,0.001407839,-0.005771934,-0.00575953,-0.002888034,-0.001445051,0.002863227,0.001424378,0.010051269,0.004295874,-0.001457455,-0.008645497,0.002850823,-0.002896304,-0.007208716,-0.005771934,-0.008639295,-2.69E-05,0.004279335,0.008600017,0.004304143,-0.008651699,0.005724386,-0.015866617,0.00428347
0,0.021497974,0.022963698,0.00428347,-1.86E-05,0.002859092,-0.002888034,-0.005784338,-0.007239725,0.001401637,-0.002919044,-0.002902506,-0.001467791,0.002857025,-2.89E-05,-0.024485239,-0.008684776,0.001393368,-0.004343422,0.011471512,0.00716737,0.008579343,-0.00435996,-0.010102952,-0.018742248,-0.012964111,-1.86E-05,0.004291739,-0.002900438,-0.008653767,-0.001461589,-0.004331018,-0.007206648,-0.004324816,0.005732655,0.001416108,-1.65E-05,-2.89E-05,0.008585545,-2.07E-05,0.001420243,0.001418176,-0.001459522,0.007150831,-0.00722112,-0.007237658,-0.010094683,-0.018711238,-0.008662036,0.002840486,-0.002912842,-0.008680642,-0.010082279,-0.00721285,0.00285289,-0.008651699,-2.27E-05,-0.007198379,-0.021607542,-3.93E-05,0.008610353,-0.002885967,0.008604151,0.001411974,-0.014427768,-0.008659969,-0.002919044,-0.023060862,-0.001486397,-0.01585628,-0.002910775,-0.005774001,0.004289672,0.001414041,0.001416108
0,-0.011562474,-0.001473993,-0.00433722,0.008595882,0.020092202,0.012922765,-0.010098817,0.007169437,-0.002914909,-0.005765732,0.001420243,0.002863227,0.005726453,0.002836352,0.014361614,0.007161168,0.007161168,0.002838419,-0.020183164,-0.007229389,0.001395435,0.014316133,0.008583478,0.002859092,0.001407839,0.011469445,0.007144629,0.010024394,0.017220706,-1.03E-05,-0.001476061,-0.005792607,-0.007237658,0.002840486,-0.01298065,-0.001457455,0.004297941,0.001424378,0.010045067,0.004271066,0.008600017,0.007177706,0.002861159,-0.008645497,-0.007225254,0.010049202,0.005720251,-0.004347556,-0.005800877,-0.002912842,-0.008680642,-0.002919044,-0.004353758,-0.010102952,-0.002898371,0.017231043,0.001420243,-4.75E-05,0.018640949,-3.51E-05,-0.002898371,-0.005780203,0.002865294,-0.001463657,0.002857025,-0.002888034,0.010040933,0.008606218,0.007157033,0.010036798,0.008600017,0.011475647,0.004287604,0.017228975
0,0.005693376,-0.010102952,0.00716737,-0.001461589,-8.27E-06,-2.07E-06,0.008614488,0.010030596,-0.001461589,-0.00148433,0.001409907,0.001420243,0.004291739,0.00142231,0.002865294,0.001420243,-0.00433722,-0.004343422,-3.72E-05,0.001401637,-0.002896304,-0.002896304,-3.10E-05,0.007163235,0.011481849,-2.27E-05,0.001395435,0.007163235,0.012908294,0.005714049,0.014307864,0.004264864,-0.007210783,-0.010102952,0.002848755,0.005738857,-0.00864343,0.008608286,0.005728521,0.017218639,0.001416108,-0.001451253,0.004300008,-1.65E-05,-0.005761598,-0.007204581,-0.001455387,-1.45E-05,0.010051269,-2.07E-05,-0.004333085,0.002850823,0.015790127,0.017235177,0.015800463,-0.001461589,0.011475647,-0.001449185,0.001426445,0.011490118,-3.93E-05,0.002828082,0.001420243,0.002859092,-0.005765732,-0.007198379,0.0071591,-1.45E-05,-0.00145332,-0.00145332,-0.008651699,-0.008662036,-0.007235591,-4.55E-05
0,0.002828082,0.011475647,0.005714049,-0.005769867,-0.002902506,-0.011552138,-0.001509138,0.001403705,-0.005776069,0.002848755,0.010038865,0.007177706,-0.004324816,-0.007206648,-2.07E-05,-0.004326883,-0.012966179,-0.002900438,-0.001461589,-0.002885967,-2.27E-05,-0.014394691,-0.001469859,-3.31E-05,0.001387166,0.014345076,0.002850823,0.007175639,0.004297941,0.00142231,-0.002892169,-0.00722112,0.015796328,0.014351278,0.007179773,-0.005778136,-0.0057678,-0.007229389,0.005728521,0.005734723,0.002863227,0.001418176,0.001409907,0.005728521,-0.002898371,-0.0057678,0.004275201,0.007150831,0.005703713,0.002828082,-0.007227322,0.001403705,-0.001459522,-4.34E-05,-0.004333085,0.001411974,0.002848755,-0.001451253,-0.002898371,-0.001467791,-0.0057678,0.004289672,0.010047135,-0.001471926,-0.004324816,0.005716117,0.005734723,0.004279335,-0.007233524,0.001391301,-0.004372364,-0.012982717,-1.65E-05,0.002861159
0,0.021497974,0.004289672,-0.002912842,-1.65E-05,0.002859092,0.001424378,0.00861242,-0.008647565,-0.0057678,-0.005769867,-0.007200447,-0.00145332,0.007165302,0.002861159,-0.011529397,-0.001469859,-0.005769867,0.005724386,0.004297941,-2.69E-05,-0.011521128,-0.007208716,-1.86E-05,0.010053337,0.012920698,-0.008645497,-0.01152733,-0.001461589,-0.008653767,-0.008653767,-0.002904573,-0.011531464,0.012906227,-0.001467791,0.001383032,-0.011541801,0.002850823,0.002844621,-0.007233524,-0.005784338,-0.02447697,-0.010100885,-0.014421566,0.00285289,0.001414041,0.00573679,0.002859092,-0.004333085,0.007169437,0.012912429,-1.86E-05,-0.002919044,-0.002910775,-0.007210783,0.001424378,0.002854957,0.002861159,-0.004335153,0.007173571,0.001424378,0.007175639,0.001414041,-0.007210783,0.008597949,0.002857025,-0.004326883,-0.007225254,-0.020185231,0.004297941,0.004289672,-0.004324816,0.005732655,-2.07E-05,-0.008647565
0,0.021497974,0.022963698,0.00428347,0.012904159,0.008602084,0.005718184,0.00861242,-0.002900438,0.00858968,0.002848755,0.010038865,-0.002916977,-0.002910775,-3.10E-05,-0.008664103,0.001397503,-0.007227322,0.002857025,-0.002904573,-0.001455387,-0.00145332,-0.005778136,0.008583478,0.012893823,-0.007225254,-0.010121558,-0.014436037,-0.008659969,-0.001476061,-0.008659969,0.007173571,0.010034731,-0.005778136,0.001403705,0.002840486,0.004291739,0.004291739,0.007163235,0.010036798,0.007157033,0.007165302,0.004302076,-0.001449185,0.005734723,0.011477714,0.002813611,-0.007233524,-0.002894236,0.001416108,-1.86E-05,-0.004349624,0.00283015,0.007150831,0.007154966,0.007161168,-0.002900438,0.004285537,-0.012976515,0.011479782,0.005724386,-0.001465724,0.007161168,0.012904159,0.014345076,0.004285537,0.00285289,0.004291739,-0.020185231,-0.010109154,-0.012993054,-0.005792607,-0.014413297,-0.002894236,-0.005774001
0,-0.007276937,-0.004372364,0.00570578,-0.001449185,-0.004333085,0.012918631,0.011465311,-1.45E-05,-0.008668238,-0.015862482,-0.014438105,-0.004353758,-0.004349624,-2.89E-05,-0.001467791,0.002848755,-0.011541801,-0.005792607,-3.72E-05,0.001401637,-0.002896304,0.004295874,-0.001451253,-0.005776069,-0.008680642,-2.48E-05,0.012910361,-0.00433722,-0.01298065,-0.00579054,-0.008672372,-0.005792607,-0.001455387,0.007157033,-2.89E-05,-0.011541801,-0.014419499,-0.0057678,-0.002898371,-0.00145332,-0.02447697,-0.010100885,-0.002919044,0.00283015,0.004281402,0.002840486,0.002850823,0.007150831,-0.015858348,0.001424378,0.001426445,-0.004339287,-0.001467791,-0.005771934,0.004289672,0.017224841,0.002859092,0.002865294,-0.005774001,0.001389233,-0.001461589,-0.00433722,0.004281402,-0.007208716,-0.005771934,-0.008664103,-0.017309601,0.004262797,0.001420243,-0.005765732,-0.005765732,-2.48E-05,-0.015866617,-0.018733978
