Target2,DataPseKNC1,DataPseKNC2,DataPseKNC3,DataPseKNC4,DataPseKNC5,DataPseKNC6,DataPseKNC7,DataPseKNC8,DataPseKNC9,DataPseKNC10,DataPseKNC11,DataPseKNC12,DataPseKNC13,DataPseKNC14,DataPseKNC15,DataPseKNC16,DataPseKNC17,DataPseKNC18,DataPseKNC19,DataPseKNC20,DataPseKNC21,DataPseKNC22,DataPseKNC23,DataPseKNC24,DataPseKNC25,DataPseKNC26,DataPseKNC27,DataPseKNC28,DataPseKNC29,DataPseKNC30,DataPseKNC31,DataPseKNC32,DataPseKNC33,DataPseKNC34,DataPseKNC35,DataPseKNC36,DataPseKNC37,DataPseKNC38,DataPseKNC39,DataPseKNC40,DataPseKNC41,DataPseKNC42,DataPseKNC43,DataPseKNC44,DataPseKNC45,DataPseKNC46,DataPseKNC47,DataPseKNC48,DataPseKNC49,DataPseKNC50,DataPseKNC51,DataPseKNC52,DataPseKNC53,DataPseKNC54,DataPseKNC55,DataPseKNC56,DataPseKNC57,DataPseKNC58,DataPseKNC59,DataPseKNC60,DataPseKNC61,DataPseKNC62,DataPseKNC63,DataPseKNC64,DataPseKNC65,DataPseKNC66
0,0,0.007704421,0.015408841,0,0.015408841,0.023113262,0.007704421,0.007704421,0.007704421,0.015408841,0,0,0,0,0,0.007704421,0.015408841,0.023113262,0,0.007704421,0.007704421,0.030817682,0.046226523,0.007704421,0.015408841,0.023113262,0.030817682,0,0.007704421,0.015408841,0.007704421,0,0.007704421,0.015408841,0.007704421,0,0.015408841,0.030817682,0.015408841,0.015408841,0.007704421,0.030817682,0.030817682,0,0,0,0,0,0,0.007704421,0,0,0.007704421,0.015408841,0,0,0,0.007704421,0,0,0,0.007704421,0,0,0.238011893,0.191860988
0,0.035489981,0.008872495,0.026617485,0.008872495,0.008872495,0.01774499,0.008872495,0,0.026617485,0.026617485,0.008872495,0.008872495,0.008872495,0.008872495,0,0.008872495,0.008872495,0,0.035489981,0,0,0.008872495,0.01774499,0.008872495,0.008872495,0.008872495,0,0.01774499,0,0.01774499,0,0.01774499,0.035489981,0.008872495,0.008872495,0.01774499,0.01774499,0,0,0.01774499,0.008872495,0.008872495,0.008872495,0,0.008872495,0,0.01774499,0,0,0.01774499,0,0,0.008872495,0.008872495,0.008872495,0.008872495,0.026617485,0,0.008872495,0,0,0.008872495,0.01774499,0.01774499,0.188534222,0.154901137
0,0.036310719,0.027233039,0.00907768,0.018155359,0,0.00907768,0.00907768,0.00907768,0.00907768,0.00907768,0.00907768,0,0,0.018155359,0.018155359,0.018155359,0.018155359,0,0,0,0,0,0.018155359,0.00907768,0.027233039,0,0.00907768,0,0.00907768,0.018155359,0,0.018155359,0.018155359,0,0.00907768,0.018155359,0,0.00907768,0.00907768,0,0,0.00907768,0.027233039,0.018155359,0.00907768,0.00907768,0,0.00907768,0.018155359,0,0.00907768,0.018155359,0.018155359,0.00907768,0,0.027233039,0.00907768,0,0.018155359,0,0.027233039,0.00907768,0.00907768,0.027233039,0.162692852,0.165558854
0,0.007668313,0.007668313,0.007668313,0.007668313,0,0.015336626,0.02300494,0,0.007668313,0.030673253,0.015336626,0,0,0.007668313,0.007668313,0,0,0,0.02300494,0,0.007668313,0.02300494,0.007668313,0,0.030673253,0.015336626,0,0.015336626,0.015336626,0.007668313,0.015336626,0,0.02300494,0.007668313,0.015336626,0,0.015336626,0.007668313,0.015336626,0.02300494,0.007668313,0,0.007668313,0.015336626,0.007668313,0.015336626,0,0.007668313,0,0.02300494,0.007668313,0,0,0,0.015336626,0.015336626,0,0.015336626,0.007668313,0,0.007668313,0,0,0.007668313,0.252249023,0.180295798
0,0.034937831,0.008734458,0.017468916,0,0.008734458,0.017468916,0.008734458,0.008734458,0.008734458,0,0.026203373,0,0,0.008734458,0,0.008734458,0.008734458,0.017468916,0.008734458,0,0.008734458,0.026203373,0.008734458,0.017468916,0,0.008734458,0.008734458,0.017468916,0,0.008734458,0.034937831,0.017468916,0.008734458,0.008734458,0.008734458,0.008734458,0,0.008734458,0,0.017468916,0.008734458,0.008734458,0,0.017468916,0.017468916,0.017468916,0.008734458,0,0.008734458,0.008734458,0,0.008734458,0.017468916,0.008734458,0.017468916,0.008734458,0.026203373,0.008734458,0,0.008734458,0.008734458,0.017468916,0,0.008734458,0.196152178,0.157497948
0,0,0,0.008053175,0,0.008053175,0.01610635,0.008053175,0,0.01610635,0.01610635,0.008053175,0,0.008053175,0,0.008053175,0.01610635,0.008053175,0.01610635,0.008053175,0,0.008053175,0.040265876,0.024159526,0.008053175,0.01610635,0.01610635,0.032212701,0,0,0.024159526,0,0,0,0,0.024159526,0.024159526,0,0.01610635,0.032212701,0.008053175,0.01610635,0.024159526,0.01610635,0.008053175,0.008053175,0,0,0,0,0.01610635,0,0.008053175,0.01610635,0.008053175,0,0.008053175,0,0,0.008053175,0,0.008053175,0.008053175,0,0.024159526,0.231165644,0.172899388
0,0.029644408,0,0.019762939,0.009881469,0.009881469,0.009881469,0,0.019762939,0.009881469,0.019762939,0.019762939,0.019762939,0.009881469,0.009881469,0,0.019762939,0,0,0.019762939,0.019762939,0,0,0,0.019762939,0,0,0,0,0.029644408,0.029644408,0.019762939,0.019762939,0.019762939,0,0.009881469,0.009881469,0.009881469,0,0,0.019762939,0.019762939,0,0,0.009881469,0.019762939,0.009881469,0.009881469,0,0.019762939,0.039525878,0.019762939,0,0.019762939,0.009881469,0,0.039525878,0.009881469,0,0.009881469,0.009881469,0.019762939,0.019762939,0,0.009881469,0.164164688,0.104606578
0,0.016777525,0.008388763,0.041943813,0.016777525,0,0.016777525,0.016777525,0,0.03355505,0.016777525,0,0.008388763,0,0.008388763,0.008388763,0.016777525,0.025166288,0,0.008388763,0.016777525,0.016777525,0,0.008388763,0,0.016777525,0.008388763,0.025166288,0,0,0,0,0.008388763,0.03355505,0.025166288,0.008388763,0,0.016777525,0.008388763,0.016777525,0,0.025166288,0.008388763,0,0,0,0.008388763,0,0.008388763,0.008388763,0,0,0,0.016777525,0,0.008388763,0,0,0.008388763,0.008388763,0.008388763,0.008388763,0.008388763,0.016777525,0.025166288,0.194696091,0.184535477
0,0.00680086,0.02040258,0.00680086,0,0.01360172,0,0.02720344,0,0.00680086,0.01360172,0.02040258,0,0,0,0,0,0.00680086,0.00680086,0.01360172,0,0,0,0.02040258,0,0.04080516,0,0.04080516,0,0,0,0.00680086,0,0.02040258,0.02040258,0.02040258,0,0.01360172,0.01360172,0.0340043,0.00680086,0.01360172,0.04760602,0.05440688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680086,0,0,0,0,0,0,0.243192033,0.253544326
0,0.026103034,0.008701011,0.026103034,0,0.008701011,0.008701011,0.017402023,0,0.017402023,0,0.017402023,0,0,0,0,0.008701011,0.017402023,0.017402023,0.008701011,0.008701011,0.026103034,0.043505057,0,0.026103034,0.017402023,0.017402023,0.017402023,0,0,0.026103034,0.008701011,0.017402023,0.017402023,0.008701011,0,0,0.008701011,0.026103034,0.017402023,0.008701011,0,0.034804046,0.034804046,0,0,0,0,0,0,0,0,0,0.008701011,0.017402023,0.008701011,0.017402023,0,0.008701011,0,0,0,0.026103034,0,0.008701011,0.202181952,0.1539432
0,0,0.009076913,0.009076913,0.009076913,0.018153826,0.009076913,0,0,0.027230739,0.018153826,0.018153826,0.009076913,0.009076913,0,0.018153826,0.009076913,0.018153826,0.009076913,0.018153826,0,0.009076913,0.018153826,0.018153826,0.009076913,0.009076913,0,0.009076913,0.009076913,0,0,0.009076913,0.027230739,0,0.009076913,0.027230739,0.027230739,0.009076913,0.018153826,0.009076913,0,0.009076913,0.009076913,0.009076913,0.009076913,0,0.018153826,0.018153826,0.009076913,0.009076913,0,0.018153826,0,0.009076913,0.009076913,0,0.018153826,0.018153826,0.009076913,0.009076913,0.018153826,0.018153826,0.018153826,0.009076913,0,0.182443334,0.145865107
0,0.015995066,0,0.007997533,0,0,0.007997533,0.015995066,0.015995066,0,0.015995066,0.007997533,0.015995066,0,0,0,0.007997533,0.007997533,0.031990132,0.015995066,0.007997533,0.047985198,0.015995066,0.015995066,0,0.007997533,0.023992599,0.015995066,0,0.007997533,0.015995066,0.007997533,0.015995066,0,0,0.007997533,0,0.015995066,0.039987665,0.007997533,0.023992599,0,0.031990132,0.007997533,0,0,0,0.007997533,0.007997533,0,0.007997533,0.007997533,0,0,0.015995066,0.007997533,0.007997533,0,0.007997533,0.007997533,0,0.007997533,0.015995066,0,0,0.227984035,0.180198521
0,0.023620847,0.007873616,0.015747231,0.007873616,0.007873616,0,0.007873616,0.007873616,0,0.007873616,0.007873616,0.007873616,0,0.007873616,0.007873616,0.015747231,0.007873616,0,0.007873616,0.007873616,0.007873616,0.015747231,0.015747231,0,0.023620847,0.023620847,0.015747231,0,0,0,0.015747231,0,0.007873616,0.015747231,0,0.015747231,0.007873616,0.015747231,0.031494462,0.007873616,0,0.015747231,0.007873616,0.007873616,0,0,0.023620847,0.015747231,0.015747231,0,0,0,0,0,0.007873616,0.007873616,0.015747231,0.015747231,0,0.023620847,0.015747231,0.007873616,0.007873616,0.015747231,0.248175037,0.16917741
0,0,0,0.007678899,0.007678899,0,0.007678899,0,0,0.007678899,0.015357798,0.007678899,0,0.007678899,0.007678899,0,0,0,0,0.015357798,0,0.007678899,0.046073393,0.061431191,0,0.015357798,0.038394494,0.015357798,0.015357798,0,0.038394494,0,0.007678899,0.015357798,0,0.007678899,0.007678899,0.007678899,0.038394494,0.007678899,0.015357798,0.007678899,0.015357798,0.015357798,0,0,0.015357798,0,0,0,0.007678899,0,0,0,0.015357798,0.015357798,0.030715595,0,0,0,0,0,0.007678899,0,0.007678899,0.235881668,0.19587982
0,0.007273056,0.007273056,0,0,0,0.007273056,0.007273056,0,0.007273056,0.007273056,0,0,0,0,0,0,0,0,0,0,0,0.029092225,0.036365281,0,0,0.007273056,0.05818445,0.021819169,0,0.007273056,0,0.007273056,0.007273056,0.007273056,0.014546113,0,0,0.014546113,0.021819169,0,0.021819169,0.014546113,0.065457506,0.029092225,0,0.029092225,0.014546113,0.007273056,0,0,0,0,0,0.014546113,0.014546113,0.014546113,0,0.014546113,0.007273056,0,0,0.007273056,0.007273056,0,0.231105908,0.230687929
0,0.01794742,0.035894841,0.026921131,0.00897371,0.01794742,0,0.00897371,0.00897371,0.01794742,0.00897371,0.01794742,0.026921131,0.00897371,0,0.01794742,0.00897371,0.01794742,0,0.026921131,0.01794742,0.00897371,0,0.00897371,0,0.01794742,0,0,0,0,0,0,0.00897371,0.053842261,0,0.01794742,0,0.00897371,0.00897371,0,0,0.00897371,0.00897371,0.01794742,0.01794742,0,0.00897371,0.01794742,0.01794742,0,0,0,0.00897371,0.01794742,0.00897371,0,0,0.026921131,0,0.01794742,0.00897371,0,0.01794742,0.01794742,0.00897371,0.156669075,0.17927637
0,0,0,0,0.007861615,0,0.007861615,0.007861615,0,0,0.007861615,0.01572323,0,0,0,0.007861615,0,0,0,0.007861615,0,0,0.055031305,0.023584845,0.023584845,0.01572323,0.04716969,0.007861615,0,0,0.039308075,0.01572323,0.007861615,0.007861615,0.007861615,0.01572323,0,0.007861615,0.01572323,0.03144646,0.007861615,0.007861615,0.007861615,0.023584845,0.023584845,0,0.023584845,0,0,0,0.007861615,0,0,0,0.023584845,0.01572323,0.023584845,0.007861615,0,0.01572323,0,0.007861615,0,0,0,0.264049306,0.154191187
0,0,0.00703533,0,0,0,0.014070659,0.014070659,0.00703533,0.00703533,0,0,0,0.00703533,0.00703533,0,0.00703533,0,0.00703533,0,0.00703533,0.00703533,0.035176649,0.021105989,0.00703533,0.028141319,0.021105989,0.028141319,0.00703533,0.00703533,0.014070659,0,0.00703533,0.00703533,0.021105989,0,0.014070659,0.00703533,0.021105989,0.028141319,0.00703533,0,0.035176649,0.00703533,0.00703533,0,0,0.014070659,0,0.00703533,0,0.00703533,0,0,0,0.021105989,0.00703533,0.00703533,0,0.014070659,0,0,0.00703533,0.00703533,0.00703533,0.253042131,0.226343469
0,0.00927865,0,0.0185573,0.00927865,0,0,0,0.00927865,0.0185573,0.00927865,0.00927865,0.00927865,0.00927865,0,0,0.04639325,0,0,0,0.00927865,0,0,0,0.00927865,0,0.00927865,0,0.00927865,0.00927865,0.0185573,0.00927865,0.02783595,0,0,0.0185573,0.00927865,0,0,0.00927865,0.0185573,0,0.00927865,0,0.00927865,0.0185573,0.00927865,0.00927865,0.00927865,0.02783595,0.00927865,0.00927865,0.02783595,0.00927865,0.00927865,0.00927865,0.02783595,0.00927865,0,0.00927865,0.0185573,0.0371146,0.02783595,0.02783595,0.0556719,0.184299831,0.129080065
0,0.01658846,0.00829423,0.01658846,0.01658846,0,0.01658846,0,0.00829423,0.00829423,0.00829423,0.00829423,0.00829423,0.00829423,0.024882691,0,0,0.00829423,0,0,0.00829423,0.00829423,0.00829423,0.01658846,0.01658846,0.033176921,0,0.00829423,0.00829423,0.01658846,0.00829423,0.01658846,0,0.024882691,0.01658846,0,0,0.00829423,0,0.00829423,0.00829423,0,0.00829423,0.024882691,0.024882691,0.01658846,0.01658846,0.00829423,0.00829423,0.00829423,0,0.024882691,0.00829423,0,0.024882691,0.024882691,0.00829423,0,0.00829423,0.01658846,0,0,0.00829423,0,0,0.192932947,0.193294015
0,0,0,0.008943299,0,0.008943299,0.008943299,0.008943299,0,0.008943299,0.026829898,0.017886598,0,0,0.008943299,0,0,0.008943299,0.017886598,0,0,0.008943299,0.017886598,0,0.044716496,0.008943299,0.008943299,0.008943299,0.008943299,0,0.026829898,0.035773197,0.026829898,0,0.008943299,0.026829898,0.008943299,0,0.017886598,0.017886598,0.026829898,0.017886598,0,0.008943299,0.008943299,0,0.008943299,0,0.008943299,0,0,0.008943299,0,0.008943299,0.026829898,0.008943299,0.017886598,0.008943299,0.026829898,0,0.008943299,0.008943299,0.017886598,0.008943299,0.026829898,0.200345047,0.137850811
0,0.009273024,0.018546049,0.018546049,0.018546049,0.009273024,0.027819073,0,0.009273024,0.018546049,0.027819073,0.027819073,0.018546049,0.009273024,0.009273024,0.009273024,0.027819073,0.018546049,0.009273024,0.009273024,0.018546049,0.046365122,0,0,0,0.018546049,0,0,0,0.009273024,0,0.009273024,0,0.018546049,0.009273024,0.046365122,0.009273024,0,0.009273024,0.018546049,0,0.027819073,0,0,0,0.009273024,0,0,0.009273024,0.018546049,0.009273024,0.018546049,0.009273024,0,0.009273024,0,0.009273024,0.018546049,0,0,0,0.027819073,0,0,0.009273024,0.166409305,0.147386894
0,0.008504147,0.008504147,0,0.017008293,0.02551244,0.008504147,0,0.017008293,0.017008293,0.008504147,0,0,0,0.017008293,0,0.02551244,0.008504147,0.034016586,0.017008293,0.02551244,0,0.008504147,0.017008293,0,0,0.02551244,0.008504147,0.008504147,0,0,0.008504147,0.02551244,0.017008293,0.008504147,0.008504147,0,0.017008293,0.017008293,0.017008293,0.008504147,0,0.017008293,0.017008293,0,0,0.008504147,0,0,0,0,0,0,0.042520733,0,0.008504147,0.008504147,0.017008293,0,0.008504147,0,0,0.034016586,0.017008293,0.017008293,0.213829325,0.156863827
0,0,0.007698808,0.007698808,0,0.007698808,0.023096423,0.015397615,0,0.015397615,0.015397615,0.007698808,0,0,0,0,0.015397615,0.007698808,0.015397615,0.007698808,0,0.007698808,0.03079523,0.038494038,0.007698808,0.023096423,0.03079523,0.023096423,0,0,0.023096423,0,0,0.007698808,0.015397615,0.023096423,0.015397615,0,0.023096423,0.023096423,0.015397615,0.023096423,0.007698808,0.007698808,0,0,0,0,0,0,0.007698808,0,0,0.015397615,0.007698808,0,0.007698808,0,0,0,0,0.007698808,0.007698808,0,0.023096423,0.236927619,0.193360625
0,0,0,0.017076238,0.008538119,0,0.008538119,0.008538119,0,0.008538119,0.017076238,0,0,0,0.017076238,0.008538119,0.025614356,0.008538119,0.008538119,0.008538119,0.008538119,0.008538119,0,0,0.017076238,0.017076238,0.008538119,0.008538119,0.017076238,0.008538119,0.008538119,0,0.025614356,0.017076238,0.008538119,0,0.025614356,0.008538119,0,0.008538119,0.017076238,0.008538119,0.008538119,0,0,0,0.017076238,0.008538119,0.017076238,0,0,0,0.008538119,0.017076238,0.017076238,0.025614356,0.008538119,0.017076238,0,0.008538119,0.025614356,0,0.025614356,0.034152475,0.025614356,0.195909043,0.172270165
0,0,0.016327102,0.008163551,0,0.008163551,0.008163551,0.008163551,0.024490652,0.016327102,0.008163551,0.008163551,0.016327102,0,0,0.008163551,0,0.016327102,0,0,0.008163551,0.008163551,0.048981305,0.008163551,0,0.024490652,0.008163551,0.016327102,0.008163551,0.016327102,0.008163551,0.008163551,0.016327102,0,0.024490652,0.024490652,0,0.008163551,0,0.024490652,0.008163551,0.008163551,0.016327102,0.008163551,0.008163551,0,0.016327102,0.008163551,0.008163551,0.008163551,0.008163551,0.016327102,0,0,0.008163551,0.008163551,0.016327102,0,0.008163551,0.016327102,0,0.016327102,0.008163551,0,0,0.221615316,0.174281923
0,0,0.008948027,0.017896053,0.017896053,0,0.017896053,0,0.008948027,0.008948027,0.017896053,0.008948027,0,0.008948027,0.008948027,0.008948027,0.02684408,0.008948027,0.02684408,0.008948027,0.008948027,0.017896053,0.008948027,0,0.008948027,0.008948027,0,0.008948027,0.008948027,0.017896053,0.008948027,0,0.017896053,0.02684408,0,0,0.017896053,0.008948027,0,0.008948027,0.008948027,0.017896053,0.008948027,0.008948027,0,0,0.008948027,0.008948027,0.017896053,0.008948027,0,0.008948027,0.008948027,0.02684408,0.008948027,0.017896053,0.008948027,0.008948027,0,0.008948027,0.02684408,0,0.035792107,0.02684408,0,0.170635855,0.167210174
0,0.015339051,0,0.030678103,0,0.007669526,0.007669526,0.015339051,0,0.046017154,0.015339051,0.023008577,0,0,0,0,0,0,0.015339051,0.015339051,0,0.007669526,0.015339051,0.015339051,0,0.007669526,0.023008577,0.038347628,0,0,0,0,0,0.030678103,0.015339051,0.038347628,0,0.007669526,0.015339051,0.046017154,0,0.030678103,0.030678103,0.05368668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25090351,0.181551589
0,0.049048707,0.016349569,0.008174785,0.024524354,0.032699138,0,0.016349569,0,0.008174785,0.008174785,0.008174785,0,0.008174785,0.032699138,0.008174785,0,0.032699138,0.024524354,0,0.008174785,0,0.024524354,0.016349569,0,0.024524354,0.008174785,0,0.032699138,0,0,0,0,0.024524354,0,0.008174785,0.008174785,0.008174785,0.016349569,0,0,0.008174785,0.008174785,0.016349569,0,0.016349569,0.016349569,0,0,0,0.008174785,0.008174785,0.008174785,0.024524354,0,0.024524354,0,0,0,0.008174785,0,0,0,0,0,0.218870265,0.176195677
0,0.016236516,0.024354774,0.016236516,0,0.008118258,0.008118258,0.016236516,0.016236516,0.024354774,0.008118258,0.024354774,0,0,0,0.016236516,0,0,0.008118258,0.016236516,0,0,0.008118258,0.008118258,0.008118258,0.032473031,0.008118258,0,0.008118258,0.008118258,0.008118258,0.016236516,0,0.040591289,0.016236516,0.016236516,0.008118258,0.008118258,0.008118258,0.024354774,0,0.016236516,0.016236516,0.016236516,0.016236516,0,0,0.016236516,0.008118258,0,0,0.008118258,0.008118258,0,0,0,0.008118258,0.008118258,0.008118258,0.032473031,0,0.008118258,0,0,0,0.224101627,0.175147291
0,0,0,0,0,0,0.014502912,0.007251456,0,0,0.014502912,0.021754368,0.007251456,0,0,0,0,0,0.021754368,0.007251456,0,0.014502912,0.014502912,0.058011648,0.007251456,0.021754368,0.043508736,0.014502912,0.007251456,0,0.021754368,0,0,0,0,0.03625728,0,0.014502912,0.043508736,0.014502912,0,0.014502912,0.021754368,0.021754368,0.007251456,0,0.014502912,0.007251456,0,0,0,0,0,0,0.014502912,0.007251456,0.014502912,0,0,0.007251456,0,0,0,0,0,0.26600899,0.197383268
0,0,0.00676749,0.01353498,0,0,0.00676749,0.02030247,0,0.00676749,0.02030247,0.02030247,0,0,0,0,0,0,0.00676749,0.00676749,0,0.00676749,0,0.02030247,0,0.02706996,0.02030247,0.04737243,0,0,0,0,0,0.02030247,0.01353498,0.02706996,0.00676749,0.00676749,0.02030247,0.05413992,0,0.03383745,0.02706996,0.04060494,0.00676749,0,0,0.00676749,0,0,0,0,0,0,0,0,0,0,0.00676749,0,0,0,0,0,0,0.282422245,0.216783498
