Target1,DataCKSNAP1,DataCKSNAP2,DataCKSNAP3,DataCKSNAP4,DataCKSNAP5,DataCKSNAP6,DataCKSNAP7,DataCKSNAP8,DataCKSNAP9,DataCKSNAP10,DataCKSNAP11,DataCKSNAP12,DataCKSNAP13,DataCKSNAP14,DataCKSNAP15,DataCKSNAP16,DataCKSNAP17,DataCKSNAP18,DataCKSNAP19,DataCKSNAP20,DataCKSNAP21,DataCKSNAP22,DataCKSNAP23,DataCKSNAP24,DataCKSNAP25,DataCKSNAP26,DataCKSNAP27,DataCKSNAP28,DataCKSNAP29,DataCKSNAP30,DataCKSNAP31,DataCKSNAP32,DataCKSNAP33,DataCKSNAP34,DataCKSNAP35,DataCKSNAP36,DataCKSNAP37,DataCKSNAP38,DataCKSNAP39,DataCKSNAP40,DataCKSNAP41,DataCKSNAP42,DataCKSNAP43,DataCKSNAP44,DataCKSNAP45,DataCKSNAP46,DataCKSNAP47,DataCKSNAP48,DataCKSNAP49,DataCKSNAP50,DataCKSNAP51,DataCKSNAP52,DataCKSNAP53,DataCKSNAP54,DataCKSNAP55,DataCKSNAP56,DataCKSNAP57,DataCKSNAP58,DataCKSNAP59,DataCKSNAP60,DataCKSNAP61,DataCKSNAP62,DataCKSNAP63,DataCKSNAP64
0,0.25,0.075,0.075,0.075,0,0.1,0.075,0.025,0.075,0.05,0.025,0.025,0.125,0,0,0.025,0.256410256,0.128205128,0.076923077,0.025641026,0.025641026,0.051282051,0.051282051,0.051282051,0.128205128,0.025641026,0.025641026,0,0.051282051,0.025641026,0,0.076923077,0.184210526,0.157894737,0.105263158,0.052631579,0.105263158,0.026315789,0,0.052631579,0.078947368,0.026315789,0.026315789,0.026315789,0.105263158,0,0.026315789,0.026315789,0.216216216,0.135135135,0.081081081,0.081081081,0.108108108,0,0,0.054054054,0.108108108,0.027027027,0.027027027,0,0.054054054,0.054054054,0.027027027,0.027027027
0,0.1,0,0.075,0.05,0.025,0.05,0.05,0.025,0.075,0.05,0.175,0.1,0.025,0.05,0.075,0.075,0.076923077,0.025641026,0.102564103,0.025641026,0.025641026,0.051282051,0.051282051,0.025641026,0.076923077,0.051282051,0.128205128,0.153846154,0.051282051,0.025641026,0.076923077,0.051282051,0.078947368,0.026315789,0.105263158,0.026315789,0.026315789,0.026315789,0.026315789,0.078947368,0.131578947,0.052631579,0.078947368,0.131578947,0,0.026315789,0.157894737,0.026315789,0.054054054,0.054054054,0.108108108,0.027027027,0.027027027,0.027027027,0.081081081,0.027027027,0.108108108,0.027027027,0.081081081,0.162162162,0.027027027,0.027027027,0.108108108,0.054054054
0,0.125,0.1,0.05,0.075,0.125,0.075,0.025,0,0.05,0,0.075,0.075,0.075,0.05,0.05,0.05,0.153846154,0.051282051,0.025641026,0.102564103,0.076923077,0.076923077,0.025641026,0.051282051,0.051282051,0.051282051,0.051282051,0.051282051,0.102564103,0.051282051,0.076923077,0,0.052631579,0.131578947,0.026315789,0.131578947,0.078947368,0.078947368,0.026315789,0.026315789,0.105263158,0.026315789,0.052631579,0.026315789,0.157894737,0,0.052631579,0.026315789,0.108108108,0.135135135,0.054054054,0.054054054,0.081081081,0.054054054,0.054054054,0.027027027,0.108108108,0.054054054,0,0.054054054,0.108108108,0,0.027027027,0.081081081
0,0.125,0,0.025,0.025,0,0.025,0.025,0.075,0.025,0.05,0.175,0.05,0.025,0.05,0.05,0.275,0.102564103,0,0.025641026,0.051282051,0.025641026,0,0.025641026,0.051282051,0.025641026,0.051282051,0.153846154,0.076923077,0.025641026,0.076923077,0.051282051,0.256410256,0.078947368,0,0.026315789,0.078947368,0.026315789,0,0.026315789,0.052631579,0.052631579,0.078947368,0.105263158,0.052631579,0.026315789,0.052631579,0.078947368,0.263157895,0.081081081,0,0,0.108108108,0.027027027,0,0,0.081081081,0.081081081,0.054054054,0.054054054,0.081081081,0,0.081081081,0.162162162,0.189189189
0,0.05,0.025,0.1,0.075,0.05,0.1,0.025,0.025,0.1,0.05,0.025,0.05,0.05,0.025,0.1,0.15,0.076923077,0.025641026,0.076923077,0.076923077,0.076923077,0.102564103,0.025641026,0,0.051282051,0.025641026,0.076923077,0.076923077,0.051282051,0.051282051,0.076923077,0.128205128,0.052631579,0,0.105263158,0.105263158,0.052631579,0.105263158,0.052631579,0,0.078947368,0.078947368,0,0.052631579,0.078947368,0.026315789,0.105263158,0.105263158,0.054054054,0.027027027,0.081081081,0.081081081,0.108108108,0.027027027,0.054054054,0.027027027,0.027027027,0.081081081,0.054054054,0.054054054,0.054054054,0.081081081,0.081081081,0.108108108
0,0.075,0.05,0.025,0.075,0.15,0.2,0.05,0.025,0,0.075,0.05,0.05,0.025,0.1,0.05,0,0.076923077,0.102564103,0.025641026,0.025641026,0.102564103,0.153846154,0.076923077,0.076923077,0.051282051,0.102564103,0.025641026,0,0.025641026,0.076923077,0.025641026,0.051282051,0.026315789,0.105263158,0.052631579,0.052631579,0.157894737,0.157894737,0.078947368,0.026315789,0.052631579,0.078947368,0.026315789,0.026315789,0.026315789,0.105263158,0,0.026315789,0.054054054,0.081081081,0.054054054,0.054054054,0.081081081,0.162162162,0.108108108,0.054054054,0.081081081,0.081081081,0,0.027027027,0.054054054,0.108108108,0,0
0,0.025,0.025,0.025,0.1,0.125,0.3,0.025,0.075,0,0.05,0,0.025,0.05,0.15,0,0.025,0.076923077,0.076923077,0,0.025641026,0.128205128,0.256410256,0.025641026,0.102564103,0,0.025641026,0,0.051282051,0,0.153846154,0.025641026,0.051282051,0.026315789,0.026315789,0.026315789,0.105263158,0.131578947,0.236842105,0,0.131578947,0,0.078947368,0,0,0.052631579,0.157894737,0.026315789,0,0,0.162162162,0,0.027027027,0.189189189,0.135135135,0.054054054,0.108108108,0,0.054054054,0,0.027027027,0.027027027,0.135135135,0,0.081081081
0,0.175,0.1,0.075,0.1,0.025,0.025,0.025,0.075,0.075,0,0,0.025,0.15,0.025,0.025,0.1,0.205128205,0.025641026,0.051282051,0.153846154,0.102564103,0.025641026,0.025641026,0,0.025641026,0,0.051282051,0.025641026,0.102564103,0.076923077,0,0.128205128,0.210526316,0.052631579,0.026315789,0.131578947,0.026315789,0,0.052631579,0.078947368,0.078947368,0,0,0.026315789,0.131578947,0.052631579,0.052631579,0.078947368,0.162162162,0.027027027,0.054054054,0.189189189,0.054054054,0,0.054054054,0.027027027,0.054054054,0.027027027,0,0.027027027,0.189189189,0.054054054,0,0.081081081
0,0.05,0.05,0.025,0.05,0.025,0.025,0.025,0.1,0,0.075,0.125,0.125,0.075,0.025,0.15,0.075,0.051282051,0.025641026,0.025641026,0.076923077,0,0,0.076923077,0.076923077,0.076923077,0.025641026,0.153846154,0.076923077,0.025641026,0.102564103,0.076923077,0.128205128,0.026315789,0,0.052631579,0.105263158,0,0.026315789,0.105263158,0.026315789,0.078947368,0.078947368,0.131578947,0.052631579,0.052631579,0.026315789,0.052631579,0.184210526,0.027027027,0,0.054054054,0.108108108,0,0.054054054,0.027027027,0.081081081,0.081081081,0.027027027,0.162162162,0.081081081,0.054054054,0.054054054,0.108108108,0.081081081
0,0.175,0.05,0.025,0.125,0.075,0.025,0.025,0.05,0,0.1,0.1,0.025,0.125,0,0.075,0.025,0.153846154,0.051282051,0.102564103,0.076923077,0.025641026,0.025641026,0.025641026,0.102564103,0.102564103,0.051282051,0.051282051,0.025641026,0.076923077,0.051282051,0.051282051,0.025641026,0.157894737,0.026315789,0.105263158,0.078947368,0.105263158,0.026315789,0.026315789,0.026315789,0.026315789,0.078947368,0.052631579,0.078947368,0.078947368,0.052631579,0.052631579,0.026315789,0.189189189,0.054054054,0.081081081,0.054054054,0.108108108,0.027027027,0,0.027027027,0.027027027,0.108108108,0.054054054,0.054054054,0.054054054,0,0.081081081,0.081081081
0,0.075,0.05,0.075,0.075,0.05,0.05,0,0.075,0.05,0.075,0.1,0.025,0.1,0,0.1,0.1,0.102564103,0.051282051,0.051282051,0.076923077,0.051282051,0.025641026,0.025641026,0.076923077,0.051282051,0.076923077,0.076923077,0.025641026,0.051282051,0.025641026,0.128205128,0.102564103,0.052631579,0.026315789,0.078947368,0.131578947,0.052631579,0.026315789,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.105263158,0.078947368,0.105263158,0.026315789,0.054054054,0.054054054,0.108108108,0.054054054,0.081081081,0,0.027027027,0.081081081,0.081081081,0.054054054,0.027027027,0.054054054,0.054054054,0.081081081,0.108108108,0.081081081
0,0.025,0.025,0.025,0.075,0.025,0,0.125,0.05,0.1,0.125,0.175,0,0,0.05,0.075,0.125,0,0.051282051,0.025641026,0.076923077,0.025641026,0.051282051,0.102564103,0.025641026,0.076923077,0.076923077,0.179487179,0.051282051,0.025641026,0.025641026,0.102564103,0.102564103,0,0.052631579,0.052631579,0.052631579,0.026315789,0.052631579,0.078947368,0.052631579,0.052631579,0.052631579,0.157894737,0.105263158,0.052631579,0.026315789,0.131578947,0.052631579,0.027027027,0.027027027,0.081081081,0.027027027,0.027027027,0.027027027,0.054054054,0.081081081,0.027027027,0.108108108,0.162162162,0.081081081,0.054054054,0.027027027,0.135135135,0.054054054
0,0.25,0.025,0,0.125,0.075,0.025,0,0.025,0.025,0.025,0.1,0.05,0.075,0.05,0.1,0.05,0.230769231,0.025641026,0.051282051,0.076923077,0.076923077,0,0,0.051282051,0.025641026,0.025641026,0.102564103,0.051282051,0.076923077,0.076923077,0.051282051,0.076923077,0.184210526,0,0.078947368,0.131578947,0.078947368,0,0,0.026315789,0.052631579,0.026315789,0.078947368,0.052631579,0.105263158,0.078947368,0.052631579,0.052631579,0.135135135,0.027027027,0.108108108,0.135135135,0.054054054,0.027027027,0,0,0.054054054,0.027027027,0.027027027,0.108108108,0.162162162,0.027027027,0.081081081,0.027027027
0,0.05,0.05,0.025,0.225,0.1,0.075,0.025,0.05,0,0.1,0.025,0,0.175,0.025,0.05,0.025,0.230769231,0,0.051282051,0.051282051,0.051282051,0.076923077,0.025641026,0.102564103,0,0.051282051,0.025641026,0.051282051,0.051282051,0.128205128,0,0.102564103,0.052631579,0.105263158,0,0.184210526,0.131578947,0.078947368,0,0.052631579,0.026315789,0.052631579,0.052631579,0,0.131578947,0.026315789,0.026315789,0.078947368,0.216216216,0,0.027027027,0.081081081,0.108108108,0.081081081,0,0.081081081,0,0.108108108,0,0.027027027,0.027027027,0.054054054,0.054054054,0.135135135
0,0.175,0.025,0,0.05,0.025,0.15,0.025,0.1,0,0.025,0.075,0.05,0.025,0.125,0.05,0.1,0.128205128,0.051282051,0.025641026,0.051282051,0.051282051,0.076923077,0.051282051,0.102564103,0,0.076923077,0.025641026,0.051282051,0.025641026,0.128205128,0.051282051,0.102564103,0.131578947,0.026315789,0.052631579,0.052631579,0.052631579,0.078947368,0.052631579,0.078947368,0.026315789,0.105263158,0,0.026315789,0,0.105263158,0.052631579,0.157894737,0.108108108,0.054054054,0.027027027,0.081081081,0.054054054,0.054054054,0.054054054,0.081081081,0.054054054,0.081081081,0,0.027027027,0,0.135135135,0.054054054,0.135135135
0,0.075,0.025,0.15,0.05,0.05,0.025,0.025,0,0.15,0.05,0.25,0.025,0.025,0,0.05,0.05,0.102564103,0.025641026,0.102564103,0.051282051,0,0.025641026,0.076923077,0,0.179487179,0.025641026,0.230769231,0.051282051,0.025641026,0.025641026,0.051282051,0.025641026,0.105263158,0.052631579,0.105263158,0.026315789,0,0.026315789,0.052631579,0,0.184210526,0.026315789,0.210526316,0.078947368,0.026315789,0,0.078947368,0.026315789,0.108108108,0,0.135135135,0.054054054,0.027027027,0,0.054054054,0,0.189189189,0.054054054,0.162162162,0.081081081,0,0.054054054,0.081081081,0
0,0.125,0.025,0.1,0,0.05,0.025,0,0.075,0,0.05,0.1,0.1,0.075,0.025,0.05,0.2,0.102564103,0,0.076923077,0.076923077,0.051282051,0.051282051,0.051282051,0,0,0.076923077,0.025641026,0.153846154,0.102564103,0,0.102564103,0.128205128,0.078947368,0.026315789,0.105263158,0.052631579,0.052631579,0,0.026315789,0.078947368,0.078947368,0.026315789,0.026315789,0.105263158,0.052631579,0.052631579,0.105263158,0.131578947,0.054054054,0.027027027,0.108108108,0.081081081,0.027027027,0.027027027,0.027027027,0.081081081,0.081081081,0,0.081081081,0.054054054,0.081081081,0.054054054,0.054054054,0.162162162
0,0.325,0.075,0.075,0.05,0.075,0.05,0.025,0,0.05,0,0.025,0.1,0.05,0.025,0.05,0.025,0.282051282,0.076923077,0.051282051,0.128205128,0.025641026,0.051282051,0.051282051,0.025641026,0.102564103,0.025641026,0.051282051,0,0.076923077,0,0.025641026,0.025641026,0.184210526,0.131578947,0.078947368,0.131578947,0.052631579,0.026315789,0.052631579,0.026315789,0.131578947,0,0.026315789,0.026315789,0.105263158,0,0.026315789,0,0.243243243,0.054054054,0.081081081,0.135135135,0,0.054054054,0.054054054,0.054054054,0.135135135,0.027027027,0.027027027,0,0.108108108,0.027027027,0,0
0,0.15,0.075,0.05,0.075,0.05,0.025,0.025,0.075,0.05,0.025,0.05,0.05,0.075,0.075,0.05,0.1,0.153846154,0.025641026,0.076923077,0.102564103,0.025641026,0.025641026,0.025641026,0.102564103,0.102564103,0.025641026,0.025641026,0.025641026,0.025641026,0.128205128,0.051282051,0.076923077,0.131578947,0.052631579,0.105263158,0.078947368,0,0.078947368,0,0.078947368,0.052631579,0.052631579,0,0.078947368,0.105263158,0.026315789,0.078947368,0.078947368,0.135135135,0.054054054,0.054054054,0.135135135,0.027027027,0.054054054,0.027027027,0.027027027,0.108108108,0.027027027,0,0.054054054,0.027027027,0.081081081,0.081081081,0.108108108
0,0.025,0.075,0.05,0,0.1,0.25,0.05,0.1,0.025,0.125,0.025,0.025,0,0.05,0.075,0.025,0,0.153846154,0,0,0.102564103,0.205128205,0.102564103,0.076923077,0.025641026,0.102564103,0.051282051,0.025641026,0.025641026,0.051282051,0.025641026,0.051282051,0.026315789,0.078947368,0,0.052631579,0.105263158,0.289473684,0.052631579,0.052631579,0,0.078947368,0.052631579,0.052631579,0.026315789,0.052631579,0.078947368,0,0,0.108108108,0.027027027,0.027027027,0.135135135,0.297297297,0.054054054,0,0.027027027,0.054054054,0.027027027,0.081081081,0,0.054054054,0.081081081,0.027027027
0,0.075,0.05,0.075,0.05,0.1,0.1,0.05,0.075,0.075,0.15,0.025,0,0.025,0,0.1,0.05,0.128205128,0.025641026,0.076923077,0.025641026,0.025641026,0.102564103,0.128205128,0.076923077,0.102564103,0.076923077,0.025641026,0.051282051,0,0.102564103,0.025641026,0.025641026,0.105263158,0.026315789,0.052631579,0.052631579,0.078947368,0.131578947,0.105263158,0.026315789,0.052631579,0.078947368,0.052631579,0.078947368,0.026315789,0.078947368,0.026315789,0.026315789,0.027027027,0.108108108,0.081081081,0.027027027,0.081081081,0.108108108,0.081081081,0.054054054,0.135135135,0.054054054,0.054054054,0.027027027,0.027027027,0.054054054,0,0.081081081
0,0.2,0.025,0.125,0.05,0.05,0.075,0.025,0.05,0.025,0.075,0,0.05,0.125,0.025,0.025,0.075,0.153846154,0.076923077,0.051282051,0.102564103,0.102564103,0.051282051,0.025641026,0.025641026,0.051282051,0.051282051,0.025641026,0.025641026,0.102564103,0.025641026,0.051282051,0.076923077,0.157894737,0.026315789,0.052631579,0.131578947,0.078947368,0.105263158,0.026315789,0,0.026315789,0.052631579,0.052631579,0.026315789,0.157894737,0.026315789,0.026315789,0.052631579,0.189189189,0.027027027,0.081081081,0.081081081,0.054054054,0.081081081,0.027027027,0.054054054,0.054054054,0.081081081,0,0.027027027,0.108108108,0.027027027,0.054054054,0.054054054
0,0.15,0.05,0.05,0.075,0.05,0.025,0.025,0.075,0.05,0.05,0.05,0.05,0.05,0.05,0.075,0.125,0.128205128,0.076923077,0.025641026,0.102564103,0.076923077,0.025641026,0.025641026,0.025641026,0.102564103,0.025641026,0.051282051,0.025641026,0,0.051282051,0.076923077,0.179487179,0.105263158,0.052631579,0.026315789,0.157894737,0.052631579,0.026315789,0.026315789,0.052631579,0.157894737,0.026315789,0.026315789,0,0,0.052631579,0.105263158,0.131578947,0.081081081,0.081081081,0.081081081,0.108108108,0.081081081,0,0,0.081081081,0.081081081,0.027027027,0.054054054,0.054054054,0.054054054,0.054054054,0.054054054,0.108108108
0,0.075,0,0.05,0.075,0,0.1,0.075,0.05,0.05,0.075,0.05,0.1,0.075,0.05,0.125,0.05,0.051282051,0.025641026,0.025641026,0.102564103,0.025641026,0.128205128,0.051282051,0.025641026,0.102564103,0.051282051,0.128205128,0,0.025641026,0.025641026,0.076923077,0.153846154,0.078947368,0,0.026315789,0.105263158,0.052631579,0.078947368,0.078947368,0.026315789,0.078947368,0.052631579,0.078947368,0.052631579,0,0.105263158,0.105263158,0.078947368,0.054054054,0.027027027,0.027027027,0.108108108,0.081081081,0.081081081,0.054054054,0.027027027,0.027027027,0.135135135,0.054054054,0.054054054,0.054054054,0,0.135135135,0.081081081
0,0.125,0.05,0.05,0.05,0.05,0.025,0.075,0.075,0.075,0.025,0.05,0.1,0.025,0.1,0.1,0.025,0.102564103,0.051282051,0.051282051,0.076923077,0.051282051,0.076923077,0.025641026,0.051282051,0.051282051,0.025641026,0.102564103,0.076923077,0.076923077,0.025641026,0.102564103,0.051282051,0.052631579,0.078947368,0.078947368,0.078947368,0.026315789,0.026315789,0.078947368,0.078947368,0.078947368,0.026315789,0.078947368,0.052631579,0.131578947,0.052631579,0.052631579,0.026315789,0.054054054,0.081081081,0.108108108,0.054054054,0.081081081,0.027027027,0.027027027,0.081081081,0.054054054,0.054054054,0.108108108,0.027027027,0.108108108,0,0.054054054,0.081081081
0,0.075,0.025,0.1,0.075,0.075,0,0.075,0.05,0.025,0.125,0.1,0.025,0.1,0.05,0.025,0.075,0.051282051,0.076923077,0.076923077,0.076923077,0.025641026,0.076923077,0.051282051,0.051282051,0.051282051,0.051282051,0.076923077,0.076923077,0.153846154,0,0.102564103,0,0.105263158,0.052631579,0.105263158,0.026315789,0.052631579,0.026315789,0.052631579,0.078947368,0.052631579,0.078947368,0.078947368,0.026315789,0.052631579,0.052631579,0.078947368,0.078947368,0.054054054,0.081081081,0.108108108,0.027027027,0.054054054,0,0.081081081,0.081081081,0.054054054,0.054054054,0.081081081,0.054054054,0.081081081,0.081081081,0.054054054,0.054054054
0,0.075,0.025,0.05,0.125,0.025,0.1,0.075,0.05,0.075,0.025,0.025,0.025,0.075,0.1,0.025,0.125,0.076923077,0.076923077,0.025641026,0.102564103,0.076923077,0.025641026,0.102564103,0.051282051,0.051282051,0,0.025641026,0.051282051,0.025641026,0.153846154,0.025641026,0.128205128,0.052631579,0.052631579,0.026315789,0.157894737,0.026315789,0.052631579,0.052631579,0.105263158,0.026315789,0,0.026315789,0.078947368,0.105263158,0.157894737,0.078947368,0,0.108108108,0.108108108,0,0.081081081,0,0.027027027,0.054054054,0.135135135,0.054054054,0.027027027,0,0.054054054,0.054054054,0.108108108,0.135135135,0.054054054
0,0.05,0.025,0.075,0.1,0.075,0.1,0.025,0.05,0.025,0.1,0,0.05,0.125,0.025,0.075,0.1,0.128205128,0.025641026,0.025641026,0.076923077,0.025641026,0.128205128,0.051282051,0.051282051,0.051282051,0.025641026,0.025641026,0.076923077,0.051282051,0.076923077,0.076923077,0.102564103,0,0.026315789,0.078947368,0.131578947,0.131578947,0.105263158,0.026315789,0,0,0.052631579,0.078947368,0.052631579,0.131578947,0.078947368,0,0.105263158,0.054054054,0.054054054,0.054054054,0.081081081,0.081081081,0.054054054,0.027027027,0.081081081,0.054054054,0.081081081,0.027027027,0.027027027,0.081081081,0.081081081,0.081081081,0.081081081
