Target2,DataPseKNC1,DataPseKNC2 ,DataPseKNC3,DataPseKNC4,DataPseKNC5,DataPseKNC6,DataPseKNC7,DataPseKNC8,DataPseKNC9,DataPseKNC10,DataPseKNC11,DataPseKNC12,DataPseKNC13,DataPseKNC14,DataPseKNC15,DataPseKNC16,DataPseKNC17,DataPseKNC18,DataPseKNC19,DataPseKNC20,DataPseKNC21,DataPseKNC22,DataPseKNC23,DataPseKNC24,DataPseKNC25,DataPseKNC26,DataPseKNC27,DataPseKNC28,DataPseKNC29,DataPseKNC30,DataPseKNC31,DataPseKNC32,DataPseKNC33,DataPseKNC34,DataPseKNC35,DataPseKNC36,DataPseKNC37,DataPseKNC38,DataPseKNC39,DataPseKNC40,DataPseKNC41,DataPseKNC42,DataPseKNC43,DataPseKNC44,DataPseKNC45,DataPseKNC46,DataPseKNC47,DataPseKNC48,DataPseKNC49,DataPseKNC50,DataPseKNC51,DataPseKNC52,DataPseKNC53,DataPseKNC54,DataPseKNC55,DataPseKNC56,DataPseKNC57,DataPseKNC58,DataPseKNC59,DataPseKNC60,DataPseKNC61,DataPseKNC62,DataPseKNC63,DataPseKNC64,Lambda1,Lambda2
0,0.028459252,0,0.028459252,0,0,0,0,0,0,0.014229626,0.028459252,0,0.014229626,0,0,0.014229626,0.014229626,0,0,0,0,0.014229626,0,0.014229626,0,0,0.028459252,0,0,0.014229626,0,0,0,0,0.014229626,0.028459252,0.014229626,0.014229626,0,0,0.028459252,0.014229626,0.014229626,0.042688878,0,0,0.042688878,0.014229626,0.014229626,0,0,0,0,0,0.028459252,0,0.014229626,0,0.014229626,0.014229626,0,0.014229626,0,0.014229626,0.213782249,0.231262335
0,0.014561119,0.014561119,0.014561119,0.014561119,0.043683356,0.014561119,0,0,0,0,0,0.029122237,0.029122237,0,0,0.014561119,0.029122237,0.014561119,0.014561119,0.014561119,0.014561119,0.029122237,0,0,0,0,0,0.014561119,0,0,0,0,0,0.014561119,0,0.014561119,0,0,0,0,0.029122237,0,0.014561119,0,0,0.014561119,0.014561119,0.014561119,0.029122237,0.014561119,0,0,0.014561119,0,0.014561119,0,0,0,0.029122237,0,0.014561119,0.014561119,0,0,0.220553867,0.211562505
0,0.053328751,0,0.01777625,0.01777625,0,0,0,0,0,0,0,0.01777625,0.01777625,0,0,0,0,0,0,0,0,0,0,0.01777625,0.01777625,0,0,0,0,0,0.01777625,0.01777625,0.01777625,0,0,0,0,0,0.01777625,0.01777625,0,0.035552501,0.088881252,0,0,0,0,0.035552501,0.01777625,0,0,0,0,0.01777625,0,0.01777625,0,0,0.01777625,0.01777625,0,0.035552501,0.01777625,0.142210003,0.140044915,0.166681318
0,0.016972117,0,0.016972117,0,0,0,0.016972117,0,0.016972117,0.016972117,0.016972117,0.016972117,0.016972117,0,0,0.033944235,0,0.016972117,0.016972117,0,0.033944235,0.033944235,0,0,0.016972117,0,0,0,0,0.016972117,0,0,0.016972117,0,0.016972117,0.033944235,0,0.016972117,0,0.016972117,0.016972117,0,0,0,0,0,0.033944235,0,0,0,0.016972117,0.016972117,0,0.016972117,0,0,0.016972117,0.016972117,0,0.016972117,0.016972117,0,0.033944235,0.050916352,0.181127227,0.156960199
0,0.015531613,0.015531613,0,0.015531613,0.015531613,0.015531613,0,0,0,0,0.015531613,0,0.015531613,0.031063227,0,0,0.031063227,0.015531613,0.015531613,0.015531613,0.031063227,0.04659484,0.031063227,0.015531613,0,0.015531613,0,0.015531613,0,0.015531613,0,0,0,0,0,0,0.031063227,0.015531613,0,0,0,0.031063227,0,0,0,0.015531613,0.015531613,0,0,0,0,0.015531613,0.015531613,0.04659484,0,0,0,0,0.015531613,0.015531613,0,0,0,0,0.234532332,0.159734747
0,0,0,0,0.018923619,0.018923619,0,0,0,0,0.018923619,0,0,0.037847239,0.037847239,0,0,0.018923619,0.018923619,0,0.037847239,0.075694477,0.113541716,0.018923619,0.018923619,0,0,0,0.018923619,0,0.056770858,0,0,0,0,0,0,0,0.018923619,0,0.018923619,0,0,0,0,0,0,0,0.018923619,0,0,0.018923619,0.018923619,0,0.094618097,0,0.018923619,0,0,0,0,0,0.018923619,0,0,0.149282693,0.112696154
0,0.066782974,0,0.016695744,0.033391487,0.016695744,0.016695744,0,0.033391487,0.016695744,0,0,0.016695744,0.033391487,0,0.016695744,0.016695744,0.016695744,0,0,0,0,0,0.016695744,0,0.016695744,0,0,0,0.033391487,0.016695744,0,0,0.016695744,0,0.033391487,0,0,0,0,0,0,0,0,0,0,0,0,0.016695744,0.016695744,0.050087231,0,0.033391487,0,0,0,0.016695744,0.016695744,0,0,0,0.033391487,0,0,0.033391487,0.190760501,0.158105501
0,0.014933519,0,0,0.014933519,0,0.014933519,0,0.014933519,0,0,0,0.014933519,0.014933519,0,0.014933519,0,0,0,0,0.014933519,0,0,0,0.014933519,0,0,0.014933519,0,0,0,0.029867039,0.014933519,0,0,0,0,0.014933519,0,0.014933519,0.014933519,0,0.014933519,0.044800558,0.014933519,0.029867039,0,0.029867039,0.014933519,0.014933519,0.014933519,0.014933519,0,0,0,0,0.014933519,0,0.029867039,0.014933519,0.044800558,0,0.014933519,0.014933519,0.014933519,0.264300345,0.1532924
0,0.062428664,0,0.015607166,0.031214332,0,0.015607166,0.015607166,0,0,0.015607166,0,0,0.031214332,0,0.031214332,0.015607166,0,0.015607166,0,0.031214332,0,0,0,0.015607166,0,0,0,0.015607166,0.015607166,0,0.015607166,0,0,0,0,0,0.046821498,0,0,0.015607166,0,0.031214332,0.031214332,0,0.015607166,0,0,0,0.046821498,0.015607166,0,0.015607166,0,0,0,0,0,0.015607166,0.031214332,0,0,0,0,0,0.254746199,0.136574326
0,0.03402166,0.01701083,0,0,0,0,0,0.03402166,0.01701083,0.01701083,0.01701083,0,0.01701083,0,0.01701083,0.01701083,0.01701083,0.01701083,0,0,0.01701083,0,0,0.01701083,0,0,0,0,0,0,0.01701083,0.03402166,0,0,0.01701083,0.01701083,0.01701083,0.03402166,0,0,0,0.01701083,0.03402166,0,0.01701083,0,0,0,0,0,0.03402166,0.03402166,0,0,0,0,0.01701083,0.01701083,0.01701083,0.01701083,0.01701083,0,0.03402166,0.01701083,0.188557737,0.14801989
0,0,0,0,0.014702882,0,0,0,0.014702882,0,0,0.014702882,0,0,0.029405765,0,0.014702882,0,0.014702882,0,0,0,0,0,0,0.014702882,0.014702882,0.044108647,0,0,0,0.014702882,0.014702882,0.014702882,0,0.014702882,0.029405765,0,0,0.05881153,0,0.029405765,0.044108647,0.029405765,0,0,0,0,0,0,0,0,0,0,0,0.014702882,0.014702882,0.014702882,0.014702882,0.014702882,0,0,0,0.029405765,0.044108647,0.215850322,0.210737262
0,0.098356762,0,0,0.049178381,0.016392794,0,0,0,0,0,0,0,0.032785587,0.016392794,0.032785587,0,0.032785587,0,0,0.016392794,0.016392794,0,0,0,0,0,0,0,0,0,0,0.016392794,0.016392794,0,0,0,0,0,0,0.016392794,0,0.016392794,0.032785587,0.016392794,0,0,0.032785587,0,0.016392794,0.016392794,0,0.016392794,0.016392794,0.016392794,0,0,0.016392794,0,0.032785587,0.016392794,0,0.016392794,0,0.016392794,0.196249499,0.164431545
0,0.016714578,0,0,0.016714578,0.033429155,0,0,0,0,0,0.016714578,0,0.100287465,0,0.016714578,0.016714578,0,0,0,0.06685831,0.033429155,0.016714578,0,0,0,0.016714578,0,0,0,0.016714578,0.016714578,0,0,0,0,0,0,0.016714578,0.016714578,0.033429155,0,0.016714578,0,0,0,0,0,0,0.016714578,0.033429155,0,0.06685831,0,0.016714578,0,0,0,0.033429155,0,0,0.016714578,0,0,0,0.27471021,0.073421267
0,0.066566122,0.01664153,0,0.033283061,0,0,0.01664153,0,0,0,0,0,0.01664153,0.01664153,0,0,0.01664153,0,0,0,0.01664153,0.033283061,0,0.033283061,0,0,0.01664153,0,0,0.01664153,0.01664153,0.033283061,0,0,0,0,0,0.01664153,0,0,0,0.01664153,0.01664153,0.01664153,0,0.01664153,0,0.01664153,0.01664153,0,0,0,0,0.049924591,0,0.033283061,0,0,0.01664153,0.01664153,0,0.033283061,0.01664153,0.01664153,0.157697639,0.193282674
0,0.033920075,0,0.016960037,0,0,0.016960037,0,0,0.033920075,0,0.033920075,0.016960037,0,0,0.016960037,0.016960037,0,0.016960037,0.016960037,0,0,0,0.016960037,0,0,0,0.016960037,0,0,0,0,0,0.016960037,0,0.067840149,0.016960037,0.033920075,0,0,0,0.067840149,0.016960037,0.084800186,0,0,0,0,0.016960037,0,0,0,0.016960037,0,0,0,0,0,0.016960037,0.016960037,0,0.016960037,0,0.016960037,0,0.155261283,0.183297263
0,0.059837692,0,0.014959423,0,0,0,0,0.014959423,0,0,0.029918846,0.029918846,0,0,0,0,0,0.014959423,0.014959423,0,0.014959423,0,0,0,0,0,0,0,0.014959423,0.014959423,0.014959423,0,0,0,0,0,0,0.014959423,0,0.014959423,0,0.029918846,0.014959423,0.014959423,0,0,0,0.059837692,0.014959423,0,0.029918846,0,0.014959423,0,0,0,0,0,0.014959423,0.014959423,0.029918846,0,0.014959423,0.059837692,0.177017148,0.239565351
0,0.129541522,0.01619269,0.03238538,0.03238538,0.03238538,0.01619269,0,0,0.01619269,0,0,0.03238538,0,0.01619269,0,0.01619269,0.01619269,0.01619269,0.01619269,0,0,0.01619269,0.01619269,0,0,0,0,0.01619269,0,0,0,0,0.01619269,0.01619269,0,0,0,0,0,0,0.01619269,0,0,0,0.03238538,0,0.03238538,0,0.03238538,0,0,0,0.01619269,0,0,0,0,0,0.01619269,0.01619269,0,0,0,0,0.230427056,0.138058025
0,0.048874709,0.01629157,0.01629157,0.01629157,0.032583139,0,0,0.01629157,0.01629157,0,0,0.01629157,0,0,0.032583139,0.01629157,0.01629157,0,0,0.01629157,0,0,0,0.01629157,0,0,0.01629157,0,0,0.01629157,0,0.032583139,0.01629157,0,0.01629157,0,0,0,0,0.01629157,0.01629157,0.01629157,0,0,0.032583139,0,0,0,0,0.032583139,0,0.01629157,0,0.01629157,0.01629157,0,0,0,0.01629157,0.01629157,0.01629157,0.032583139,0,0.01629157,0.215952196,0.148676586
0,0,0.016123468,0,0,0,0.048370403,0,0,0,0.032246935,0,0,0,0,0,0,0.016123468,0.032246935,0,0,0.048370403,0.064493871,0.016123468,0.032246935,0,0.016123468,0.016123468,0,0,0.016123468,0.032246935,0.016123468,0,0,0.016123468,0,0.016123468,0.032246935,0.016123468,0.016123468,0,0.016123468,0,0,0,0.016123468,0,0,0,0,0,0,0,0.016123468,0,0.016123468,0.016123468,0.016123468,0,0.016123468,0,0,0.016123468,0,0.193994446,0.177190316
0,0.0336787,0,0,0.01683935,0.01683935,0,0.01683935,0,0.01683935,0.01683935,0.01683935,0,0.01683935,0,0.01683935,0,0,0.01683935,0.0336787,0.01683935,0,0.0336787,0.01683935,0.01683935,0.01683935,0.01683935,0,0,0,0,0.0336787,0.01683935,0.01683935,0.01683935,0.01683935,0,0.0336787,0.0336787,0,0.0336787,0.01683935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673574,0,0,0,0,0.01683935,0.01683935,0.210306306,0.132959041
0,0.050263313,0.016754438,0.033508876,0.033508876,0.016754438,0,0,0,0.016754438,0.033508876,0,0.016754438,0.016754438,0,0,0.016754438,0.033508876,0,0,0,0.016754438,0.016754438,0.016754438,0,0,0.016754438,0,0,0.016754438,0,0,0.016754438,0,0,0.016754438,0,0,0.033508876,0,0.016754438,0,0,0,0,0.033508876,0,0,0,0.050263313,0,0.033508876,0,0,0,0,0.016754438,0,0,0,0.016754438,0.016754438,0.016754438,0,0.016754438,0.187092116,0.15948481
0,0.05010171,0.01670057,0.01670057,0.01670057,0.01670057,0,0,0.01670057,0,0.03340114,0,0,0.01670057,0,0,0.03340114,0.01670057,0.01670057,0,0,0,0,0.01670057,0,0.01670057,0,0,0,0.01670057,0,0,0.01670057,0.03340114,0,0,0,0.01670057,0,0,0.01670057,0.01670057,0,0.01670057,0,0,0.01670057,0.01670057,0,0,0,0,0.03340114,0,0.01670057,0,0.01670057,0,0,0.01670057,0.03340114,0,0.01670057,0.03340114,0.03340114,0.181264423,0.167413351
0,0.01533905,0,0.01533905,0.01533905,0,0,0,0,0,0,0,0.0306781,0.01533905,0.01533905,0,0.01533905,0,0,0,0,0,0.046017151,0.01533905,0,0.01533905,0.01533905,0.01533905,0,0,0.01533905,0,0.01533905,0.0306781,0,0,0,0,0.01533905,0.0306781,0,0.01533905,0.01533905,0,0,0.01533905,0,0.046017151,0,0,0,0.01533905,0.0306781,0,0,0,0.0306781,0,0.01533905,0.01533905,0.0306781,0.01533905,0,0.01533905,0,0.245055849,0.156721192
0,0.044551003,0.014850334,0.014850334,0,0.014850334,0,0,0.014850334,0,0,0,0.029700669,0,0.014850334,0.014850334,0,0,0.014850334,0,0.014850334,0,0,0,0.014850334,0.014850334,0,0.014850334,0,0.014850334,0.029700669,0,0,0.029700669,0,0.014850334,0,0,0,0.014850334,0,0,0,0,0.029700669,0,0.014850334,0.029700669,0.014850334,0,0,0,0.014850334,0.014850334,0,0.029700669,0.014850334,0.029700669,0.014850334,0.014850334,0,0,0,0.014850334,0,0.211117352,0.20971961
0,0,0,0.014772812,0.029545624,0.014772812,0,0,0,0,0.029545624,0.029545624,0,0.014772812,0.014772812,0,0.014772812,0,0,0.029545624,0.014772812,0,0,0,0,0,0.029545624,0,0.014772812,0.014772812,0.014772812,0,0,0,0.014772812,0,0,0.029545624,0,0.014772812,0.029545624,0,0.014772812,0.029545624,0,0,0,0,0.014772812,0.044318435,0,0.014772812,0,0,0,0.029545624,0,0.014772812,0,0,0,0.029545624,0,0.014772812,0,0.2278363,0.19602404
0,0.017651704,0,0.017651704,0.017651704,0,0.017651704,0,0,0.017651704,0,0,0.017651704,0.017651704,0.035303407,0,0.035303407,0,0,0,0.017651704,0.017651704,0,0.052955111,0,0.017651704,0.017651704,0.017651704,0,0.017651704,0,0,0.017651704,0.017651704,0,0.017651704,0.017651704,0,0,0,0.017651704,0,0,0,0,0.017651704,0,0,0,0,0.017651704,0,0.035303407,0,0.052955111,0,0.017651704,0.017651704,0,0,0,0,0.035303407,0.017651704,0.035303407,0.168845901,0.142737655
0,0.016846597,0,0.016846597,0,0.016846597,0,0,0,0.016846597,0.016846597,0,0.016846597,0.033693193,0,0,0.033693193,0,0.016846597,0.016846597,0.016846597,0.016846597,0.05053979,0,0,0,0,0,0.016846597,0,0.016846597,0.016846597,0,0,0,0.016846597,0,0.016846597,0.016846597,0,0.033693193,0,0,0,0,0.016846597,0,0,0.016846597,0.016846597,0,0,0.05053979,0,0,0.016846597,0,0,0.05053979,0,0,0.016846597,0,0.033693193,0.016846597,0.210928599,0.132054131
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016172045,0.032344089,0.032344089,0,0.016172045,0.032344089,0,0,0.080860223,0.064688179,0,0,0,0,0,0,0.032344089,0,0.097032268,0,0.048516134,0.048516134,0,0,0,0,0,0,0,0,0,0,0.032344089,0.016172045,0.016172045,0,0.048516134,0.016172045,0,0,0,0,0,0.153974253,0.215316007
0,0.016309826,0.016309826,0,0.016309826,0,0.032619651,0,0,0,0,0,0,0,0.016309826,0.016309826,0,0.032619651,0.016309826,0,0.016309826,0.048929477,0,0.016309826,0.032619651,0,0.016309826,0,0,0,0,0.016309826,0.048929477,0,0,0,0,0,0.032619651,0,0.016309826,0,0.032619651,0.016309826,0,0,0,0,0,0,0,0,0,0.016309826,0.016309826,0,0.016309826,0,0,0.032619651,0.016309826,0,0.032619651,0.016309826,0.032619651,0.168371876,0.195544921
0,0.017633728,0.035267455,0,0,0,0.035267455,0,0.017633728,0.017633728,0,0,0.017633728,0,0,0,0,0.017633728,0.017633728,0,0,0.035267455,0.052901183,0.017633728,0.052901183,0,0.017633728,0,0,0,0.052901183,0.017633728,0.017633728,0.017633728,0,0.017633728,0,0,0.035267455,0,0,0,0.017633728,0.017633728,0,0.017633728,0,0,0,0,0,0.017633728,0,0,0.035267455,0,0.017633728,0.017633728,0,0.017633728,0,0,0,0.017633728,0,0.160104372,0.152180252
0,0,0,0,0.03063248,0,0,0.01531624,0,0,0,0,0.03063248,0.03063248,0.01531624,0.01531624,0,0.01531624,0.01531624,0.01531624,0,0,0,0,0,0.01531624,0,0,0.01531624,0,0.01531624,0.01531624,0,0.01531624,0,0.01531624,0.01531624,0.03063248,0,0.01531624,0,0,0.01531624,0.01531624,0,0,0.01531624,0.03063248,0.01531624,0,0,0,0.01531624,0.01531624,0,0,0.03063248,0.03063248,0.03063248,0.01531624,0.01531624,0,0,0.01531624,0,0.252816188,0.149850452
0,0.029874549,0.014937275,0.014937275,0.014937275,0,0,0,0.014937275,0,0,0.029874549,0.014937275,0,0.014937275,0.014937275,0,0.014937275,0.014937275,0,0.014937275,0,0,0.014937275,0.014937275,0,0.014937275,0,0,0,0,0.029874549,0,0.029874549,0,0,0,0.014937275,0.029874549,0,0,0.014937275,0.029874549,0.014937275,0.014937275,0.029874549,0,0.014937275,0,0,0,0.029874549,0,0.014937275,0,0,0,0.014937275,0,0.029874549,0.014937275,0,0,0,0,0.240215622,0.177230672
0,0.029573967,0.014786983,0,0.014786983,0.029573967,0,0.014786983,0.014786983,0,0.014786983,0.014786983,0,0,0,0.014786983,0.014786983,0.014786983,0.014786983,0.014786983,0.014786983,0.014786983,0,0,0,0,0,0.014786983,0,0.014786983,0,0,0,0,0.014786983,0.014786983,0,0.014786983,0,0,0.014786983,0.029573967,0,0.04436095,0.014786983,0,0.014786983,0,0.014786983,0.014786983,0.014786983,0,0,0,0.014786983,0,0,0,0.014786983,0.014786983,0.014786983,0,0,0.029573967,0,0.221502208,0.201805444
0,0,0,0,0,0,0,0.015116395,0,0.015116395,0.015116395,0,0,0.015116395,0.015116395,0,0.015116395,0,0,0.030232789,0,0.015116395,0.090698368,0.030232789,0,0,0.045349184,0.015116395,0.015116395,0,0.030232789,0,0,0,0,0,0.015116395,0.015116395,0.030232789,0,0.030232789,0,0.015116395,0,0,0,0.015116395,0,0,0,0.015116395,0,0.015116395,0,0.030232789,0.030232789,0,0,0,0,0,0.015116395,0,0,0,0.226575256,0.183885352
0,0.120576017,0.017225145,0.034450291,0.017225145,0,0.017225145,0,0,0.051675436,0,0,0,0,0,0.034450291,0.017225145,0.017225145,0,0,0,0,0,0.017225145,0,0,0,0,0.017225145,0,0,0,0,0.051675436,0,0.017225145,0.034450291,0,0,0,0,0,0,0,0.017225145,0,0.017225145,0,0.017225145,0,0,0,0,0.017225145,0,0,0,0.051675436,0,0.017225145,0,0,0,0.034450291,0.034450291,0.142427607,0.185791727
0,0,0,0.014890933,0,0.014890933,0,0.014890933,0,0.029781866,0.014890933,0,0.014890933,0,0,0,0,0,0.014890933,0.014890933,0,0.014890933,0,0,0,0,0,0.029781866,0.014890933,0,0.014890933,0.014890933,0.014890933,0.014890933,0.014890933,0.014890933,0,0.014890933,0,0,0.044672799,0.014890933,0.029781866,0.059563732,0,0,0.014890933,0.014890933,0,0,0,0.014890933,0,0,0.014890933,0.029781866,0,0,0.014890933,0.014890933,0,0,0.014890933,0,0,0.20969948,0.209554132
0,0,0,0,0,0,0.014624712,0.014624712,0.014624712,0,0,0.029249423,0,0,0.014624712,0.014624712,0,0,0,0,0,0,0,0.014624712,0.029249423,0.014624712,0,0,0.029249423,0.043874135,0.029249423,0,0,0,0,0.029249423,0.014624712,0,0,0.014624712,0,0.029249423,0.014624712,0.029249423,0,0.014624712,0.029249423,0,0,0,0.043874135,0,0.014624712,0,0.029249423,0,0.029249423,0,0,0.014624712,0,0,0,0,0,0.272719378,0.156916874
0,0.049017999,0,0.049017999,0.016339333,0.049017999,0,0,0,0.049017999,0.032678666,0,0.016339333,0,0,0.016339333,0,0.032678666,0.016339333,0,0,0,0,0,0,0.016339333,0,0,0,0,0.016339333,0.016339333,0,0.032678666,0.032678666,0.049017999,0,0,0,0.016339333,0.032678666,0,0.016339333,0,0,0,0,0.016339333,0,0,0,0,0,0,0,0.016339333,0,0.032678666,0,0.016339333,0,0,0,0,0,0.192238405,0.170527614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016576606,0,0,0,0.016576606,0,0.033153213,0.016576606,0.033153213,0,0.033153213,0.016576606,0,0,0.016576606,0.033153213,0.033153213,0,0,0,0,0.016576606,0.016576606,0.016576606,0.033153213,0,0.016576606,0,0.016576606,0,0,0,0.016576606,0,0,0,0,0,0.033153213,0.016576606,0.016576606,0,0.033153213,0.016576606,0,0,0.033153213,0.016576606,0.099459639,0.180981124,0.172531222
0,0,0,0.035052024,0.017526012,0,0,0,0.017526012,0,0.035052024,0.017526012,0,0.035052024,0.017526012,0.017526012,0.035052024,0,0,0.017526012,0.035052024,0,0,0,0,0,0,0,0,0.017526012,0,0,0.035052024,0,0,0,0,0.035052024,0,0,0.035052024,0,0.017526012,0.017526012,0,0,0,0,0,0.052578036,0.017526012,0,0.035052024,0.017526012,0,0,0,0,0.017526012,0,0,0.052578036,0,0,0.052578036,0.200652739,0.115832798
