Target3,DataPSTNPss1,DataPSTNPss2,DataPSTNPss3,DataPSTNPss4,DataPSTNPss5,DataPSTNPss6,DataPSTNPss7,DataPSTNPss8,DataPSTNPss9,DataPSTNPss10,DataPSTNPss11,DataPSTNPss12,DataPSTNPss13,DataPSTNPss14,DataPSTNPss15,DataPSTNPss16,DataPSTNPss17,DataPSTNPss18,DataPSTNPss19,DataPSTNPss20,DataPSTNPss21,DataPSTNPss22,DataPSTNPss23,DataPSTNPss24,DataPSTNPss25,DataPSTNPss26,DataPSTNPss27,DataPSTNPss28,DataPSTNPss29,DataPSTNPss30,DataPSTNPss31,DataPSTNPss32,DataPSTNPss33,DataPSTNPss34,DataPSTNPss35,DataPSTNPss36,DataPSTNPss37,DataPSTNPss38,DataPSTNPss39
0,-0.015144274,0.003762885,0.003755751,-0.003809252,0.013175447,0.016970432,0.005642544,-0.003791418,-0.003794985,0.011310055,-0.007582837,0.009408995,0.009405429,-0.007629204,-0.005713878,-0.007575704,-0.007575704,0.005649677,-0.007639904,-0.015229875,-0.013346649,-0.003802119,0.00564611,0.003741484,0.011295788,0.003745051,0.001861825,0.003745051,0.009401862,0.011288654,-0.011367122,0.003737918,0.001865392,-2.85E-05,-2.14E-05,-0.009466063,-0.009458929,-0.013239648,0.001872526
0,0.001861825,-0.011367122,0.001865392,0.001868959,0.003755751,0.007515069,0.001858259,-0.003809252,0.003755751,0.015072939,0.015083639,0.007529336,0.003766451,-0.003802119,-0.005681778,-0.001897493,-0.005703178,-0.011367122,-0.007639904,-0.015229875,-0.013346649,-0.020818918,-0.009473196,-2.85E-05,0.001861825,0.005656811,-0.015133573,-0.013236081,0.001868959,0.001865392,-0.009487463,0.015062239,0.015080073,-2.85E-05,-2.14E-05,-0.009466063,-0.005703178,-0.005692478,0.011302921
0,0.003755751,0.005649677,0.007532903,-0.003809252,0.01318258,0.016963298,0.009401862,0.001872526,0.003748618,-0.001915326,-0.003798552,-0.005678211,-2.85E-05,-0.007586404,0.009405429,0.009362628,0.020726183,0.005631844,-0.011431323,-0.002033028,-0.030324214,-0.003823519,-0.001908193,-2.85E-05,0.009416129,-0.005699611,-0.00758997,0.013132646,0.024460534,-0.015187074,-0.003819952,-0.003816385,-0.007636338,-0.011399222,0.009408995,0.009419695,-0.001915326,-0.011367122,0.009408995
0,0.003755751,-0.005692478,-2.14E-05,-0.009469629,0.005649677,0.013196847,-0.011370689,-0.00192246,0.009412562,0.001851125,-0.015201341,-0.017045333,-0.003805685,-1.78E-05,-0.003809252,-0.005706745,0.013186147,-0.001918893,0.003620216,-0.009565931,-0.024695938,-0.015151407,-0.03026358,-0.020811784,-0.001911759,0.005642544,0.007529336,-0.003809252,-0.001915326,-2.85E-05,0.007522203,0.005638977,-1.78E-05,-0.007572137,-0.011356422,-0.001926026,-0.00950173,0.013196847,0.015083639
0,0.00563541,0.003748618,0.001843992,0.007515069,0.001861825,-0.001918893,0.003755751,0.005642544,0.009412562,0.001868959,0.007529336,0.00564611,0.011310055,-4.28E-05,-7.85E-05,0.009362628,-0.013303848,-0.00193316,0.001747691,0.011188786,0.009326961,0.013196847,0.001851125,-0.00197596,-0.003837786,0.001851125,-0.003802119,-4.28E-05,-0.005703178,-0.005724578,-0.020836751,-0.015158541,-0.003798552,0.007529336,0.009423262,0.001868959,-0.00757927,-0.003805685,-0.00758997
0,0.00563541,0.003748618,0.005628277,-0.003805685,-0.001908193,0.001858259,0.001868959,-0.005717445,0.013129079,0.001840425,-0.001911759,-0.013246781,-1.78E-05,-0.017023933,0.00562471,0.009416129,-0.005703178,0.003759318,0.001747691,0.011188786,-0.002090095,-0.001972394,-0.011413489,-0.005681778,-1.43E-05,-0.001904626,-3.92E-05,-0.0170382,-0.003805685,-2.50E-05,-0.009487463,0.015062239,-0.005692478,-0.013250348,-0.00758997,0.001876092,0.009426829,0.001872526,-0.011381389
0,-0.003798552,-7.13E-06,-0.001908193,0.005585476,0.011235154,-0.007643471,0.001858259,0.00752577,-0.013268181,-2.14E-05,-2.85E-05,-0.001904626,-0.007575704,0.009430396,0.005649677,-0.001904626,-0.007582837,-0.026511396,-0.034144167,-0.009565931,-0.024695938,-0.011370689,0.00752577,-0.007593537,-0.007607804,-0.001918893,-0.00758997,-4.28E-05,0.016973999,0.003752185,-1.78E-05,-0.001915326,0.007529336,-0.00758997,0.005628277,-0.001911759,0.003755751,0.009419695,-0.001918893
0,0.009430396,-0.005688911,-0.007582837,-0.017066733,-0.011417056,-0.030309948,-0.013310982,-0.003809252,-0.003809252,-0.018946392,-0.005699611,0.003752185,0.007532903,0.009412562,-7.85E-05,-0.020826051,-0.005703178,0.005631844,0.02631166,0.035774156,0.009326961,0.013196847,0.001851125,-0.00197596,-0.003837786,0.007529336,0.003745051,-3.21E-05,0.001851125,-0.005724578,-0.020836751,0.003737918,-0.005692478,-0.013250348,-0.018957092,-0.005692478,0.005621143,0.001843992,0.003727218
0,-2.85E-05,-0.001908193,-2.14E-05,0.005649677,-0.003816385,0.007515069,-2.85E-05,-0.003809252,0.007518636,-0.003855619,0.003745051,0.011295788,0.007515069,0.013189714,0.018857224,0.003752185,0.001861825,-3.57E-05,0.003620216,-0.022802012,0.024471234,0.007529336,-0.018924992,-0.001915326,0.013207547,0.001851125,-0.007582837,-0.009466063,-0.001915326,0.009401862,0.001865392,-0.003812819,0.007529336,0.003752185,-0.005692478,-0.003809252,0.001854692,-4.64E-05,-0.011377822
0,0.003755751,0.00564611,-0.003802119,0.007515069,-0.003816385,0.007515069,0.001858259,-0.013286015,-0.011417056,-0.003855619,-0.015201341,-0.017045333,-0.003805685,-4.28E-05,-0.005713878,0.009426829,-2.50E-05,-0.003794985,-0.007639904,0.001826158,-0.009598031,-0.00196526,-0.005688911,-0.007575704,0.003762885,-0.011367122,-0.011370689,-0.009469629,-0.003794985,0.001865392,-0.009462496,-0.005692478,0.001854692,0.003745051,0.007532903,-0.005692478,0.005621143,-0.005692478,-0.005703178
0,-0.024610336,-0.02270571,0.007529336,-0.003809252,0.007522203,0.001858259,-2.14E-05,0.015058672,0.001829725,-0.018946392,-0.030270714,-0.024599636,0.003752185,0.02829832,-0.003819952,0.011285088,-0.007575704,0.016963298,0.003620216,0.011188786,0.022559475,0.003752185,-0.003791418,0.001868959,-0.028376788,-0.001915326,-0.00192246,-2.85E-05,-0.003805685,-0.015187074,-0.015201341,0.011281521,0.005631844,0.013179013,0.001858259,0.001847559,0.005638977,-4.28E-05,-0.003812819
0,0.003752185,0.007529336,0.01319328,-1.78E-05,-0.003798552,0.007522203,0.011299354,0.011299354,0.001865392,-0.00758997,0.016959732,-0.015197774,-0.015183508,-0.028408888,-0.017077433,0.011285088,0.001872526,0.003752185,-0.034144167,0.013111246,0.016856297,-0.007575704,-0.018924992,-0.005696045,-0.007607804,-0.011367122,-0.005688911,-0.013236081,-0.00756857,-0.001918893,-0.015201341,-0.018935692,-0.034065699,-0.009537397,-0.00758997,0.001847559,-0.007604237,0.00753647,0.00564611
0,-0.00954453,-0.005699611,0.005642544,-0.003805685,-0.007582837,-0.030309948,-0.013310982,-0.013286015,-0.011417056,0.018839391,0.015083639,0.001876092,-0.003805685,-3.92E-05,-0.001901059,-0.003794985,-0.001911759,0.009412562,0.016884831,0.003709384,0.005560509,-0.011349288,0.001847559,-0.003816385,-0.003827086,0.005556943,-2.85E-05,0.005638977,-0.005710311,0.011299354,-1.78E-05,-0.011367122,-0.034065699,0.003752185,0.005642544,-0.003816385,-9.27E-05,0.011295788,-0.00758997
0,-0.00954453,-0.005699611,-0.005696045,-0.003809252,0.01318258,-0.003791418,0.003762885,0.016970432,0.001851125,-0.017081,-0.007586404,-0.001926026,-0.003805685,-4.64E-05,-0.009487463,-0.009476763,-0.013303848,-0.000103435,-0.019096194,0.005496308,-0.002090095,-0.009476763,-0.001908193,-3.57E-05,-1.43E-05,-0.001897493,0.003752185,0.011310055,-0.011367122,-3.21E-05,0.003755751,-0.003805685,-0.003798552,0.007529336,-1.78E-05,-0.005692478,0.005621143,-3.92E-05,-0.009466063
0,-0.001908193,0.001861825,-2.14E-05,-2.85E-05,-0.013232514,-2.14E-05,0.007540036,0.003752185,-0.003798552,0.003752185,0.003748618,-0.013246781,-1.78E-05,-0.017023933,-0.011374255,0.013189714,0.001861825,0.001872526,-0.003862753,-0.015229875,0.016856297,0.001858259,-0.005688911,-0.001915326,0.001858259,-2.50E-05,-0.017031066,-0.001915326,-0.00758997,-5.35E-05,0.001858259,-2.14E-05,-2.85E-05,0.001858259,-0.007582837,-0.015144274,-0.003784285,-0.001901059,0.003762885
0,0.005638977,0.026407961,0.007529336,0.003762885,0.001879659,-0.001904626,0.005638977,0.001865392,0.005621143,-0.003855619,-0.015201341,-0.017045333,-0.003805685,-1.78E-05,-0.001904626,-0.017027499,-0.001911759,0.00754717,0.02070835,0.011188786,0.022559475,0.009398295,0.009426829,0.003762885,0.003755751,-0.001904626,0.005638977,0.001858259,-1.78E-05,-0.003798552,0.001847559,0.001858259,-0.005696045,-0.011399222,-0.00758997,0.001868959,-0.00757927,-0.003805685,0.007511503
0,-0.015144274,-0.011352855,0.001868959,0.005642544,-0.003816385,-0.003798552,0.003748618,0.01318258,-3.92E-05,0.001858259,-0.009476763,0.001861825,-0.003809252,0.001851125,-7.85E-05,0.009401862,-0.003816385,-0.007597104,0.001747691,-0.022802012,-0.009598031,0.005642544,0.001868959,0.003759318,-0.005688911,0.00752577,-0.005681778,-2.85E-05,0.024460534,0.005642544,-0.00757927,-0.015179941,-0.013250348,-0.005696045,-0.007625638,-0.001926026,0.011302921,0.001854692,0.009408995
0,-0.001908193,0.00752577,-0.007582837,-0.00948033,-3.92E-05,-0.001918893,-0.003794985,0.005628277,0.001829725,0.009405429,-0.00757927,-2.85E-05,0.003752185,-1.78E-05,-0.005710311,0.009362628,-0.013303848,-0.00193316,0.001747691,-0.022802012,-0.030324214,-0.003823519,0.005617577,-0.022748511,-0.007607804,-0.005710311,-4.64E-05,0.003727218,-0.009494596,0.009408995,0.015072939,-0.018935692,-0.003798552,0.003752185,-0.005692478,0.00563541,-0.00950173,0.013196847,0.015083639
0,-0.015144274,-0.007593537,0.001843992,0.007515069,0.005642544,0.003759318,0.00563541,-0.011377822,-3.92E-05,0.011288654,0.001861825,-2.85E-05,0.003752185,0.009412562,0.003734351,-2.85E-05,0.009412562,0.005631844,0.02631166,-0.009551664,0.024471234,0.011313621,0.01320398,0.009398295,0.003752185,-0.007572137,0.003752185,0.00563541,0.024460534,0.005642544,-3.21E-05,0.005638977,0.005631844,0.013179013,0.009416129,0.001861825,-2.85E-05,0.001861825,0.001861825
0,-0.001908193,-1.78E-05,0.005638977,0.009423262,0.005631844,-1.07E-05,0.003766451,0.005653244,-0.005681778,0.005642544,-0.00192246,-0.009462496,-0.00948033,0.005628277,-0.003805685,-0.009476763,-0.013303848,-0.000103435,-0.019096194,-0.002033028,0.024471234,0.003755751,0.00564611,0.001858259,-0.005699611,-0.001901059,0.011313621,0.003745051,0.009401862,-0.005685344,-0.003802119,0.003752185,-0.005706745,-0.009537397,-0.00758997,0.001861825,-2.85E-05,0.013196847,0.003759318
0,0.011299354,0.009408995,0.003734351,-0.001915326,-0.007582837,-4.99E-05,0.00564611,0.005642544,-0.003794985,-0.007572137,0.005638977,0.011295788,0.007515069,-1.78E-05,-0.003809252,-0.020833185,0.009416129,0.007532903,0.02070835,-0.022802012,-0.030324214,-0.009473196,0.009394728,0.003762885,-0.009466063,-0.003798552,-0.015133573,-0.013236081,0.001868959,0.003752185,-0.001918893,-4.28E-05,0.001854692,-0.00192246,0.001868959,0.013189714,0.009416129,0.001872526,-0.011381389
0,-0.00954453,0.007511503,0.016952598,0.003745051,0.003755751,-0.003798552,0.003748618,-0.009462496,0.001851125,-0.017081,0.005628277,-0.007575704,-0.011370689,0.003737918,0.005638977,-0.009476763,-0.005703178,0.005631844,0.02631166,-0.009551664,-0.030324214,-1.07E-05,-0.005688911,-0.001911759,0.001865392,0.001854692,0.011313621,0.001876092,0.001861825,-1.43E-05,-0.003798552,0.016963298,0.007529336,0.005628277,-0.018957092,-0.005692478,0.005621143,0.007529336,0.009412562
0,0.00563541,0.016952598,-8.56E-05,0.001858259,-0.007582837,-0.030309948,0.001851125,0.003755751,-0.001897493,-0.005692478,-0.001911759,-0.001908193,-0.003805685,-3.92E-05,0.005628277,-2.85E-05,-0.005703178,-0.005717445,0.003620216,-0.022802012,0.024471234,0.003755751,0.00564611,-0.011356422,-0.001926026,0.001851125,0.005628277,-3.92E-05,0.009408995,-0.011363555,-3.21E-05,-0.007586404,-0.00192246,-0.007604237,-0.013253914,-0.003802119,-0.001915326,-0.003805685,0.007511503
0,0.003759318,0.009419695,0.001843992,-0.011370689,-0.020833185,-0.00951243,-0.007575704,-0.009462496,0.007532903,-0.001901059,0.003762885,0.016966865,0.003748618,-0.009466063,0.011310055,-0.003805685,-0.003798552,-0.003798552,-0.034144167,-0.022802012,0.024471234,0.003755751,-0.003791418,-0.005696045,0.003755751,-0.001904626,0.005638977,-0.013236081,0.003752185,-0.011363555,-2.14E-05,-2.50E-05,0.011295788,-0.007604237,0.001868959,-0.007582837,0.005621143,-3.92E-05,-0.009466063
0,0.003748618,-0.005696045,-0.005696045,-1.78E-05,0.003755751,0.001868959,-0.001950993,-0.005749545,-0.007586404,-0.005692478,0.005638977,0.005638977,-0.003809252,-0.005681778,0.009423262,0.011306488,-0.005710311,-0.026511396,-0.034144167,0.013111246,0.016856297,0.02071905,-0.011413489,-0.003819952,0.016970432,-0.001911759,0.005649677,0.001854692,0.003755751,-0.011367122,-0.003809252,-2.14E-05,0.001872526,0.013179013,0.005628277,0.001868959,0.016973999,-0.020811784,-0.005699611
0,0.007522203,-0.005703178,0.005642544,-0.003805685,-0.001908193,0.001858259,-0.011359989,-0.013286015,0.005638977,-0.003787852,-0.007582837,0.00563541,-0.001915326,0.001851125,0.005649677,-0.009458929,-0.007572137,-0.003794985,-0.007639904,0.003709384,-0.005713878,-0.001908193,-0.018924992,-0.003794985,-0.009462496,-0.001911759,0.005642544,0.003727218,-0.009494596,-0.005692478,-3.21E-05,0.003762885,0.003759318,-0.001918893,-0.013253914,-0.003802119,-0.001915326,-0.003809252,0.003741484
0,-0.005688911,-0.02270571,0.00752577,0.009419695,0.013175447,-4.99E-05,0.001854692,0.003752185,-0.003798552,0.003762885,-0.00757927,0.001876092,-0.003805685,0.00563541,-0.00758997,0.001851125,-0.005703178,-0.005717445,0.003620216,0.011188786,0.022559475,0.003762885,0.00564611,0.001858259,-0.005699611,-0.001936726,-0.009469629,0.00563541,0.003734351,-1.43E-05,0.00564611,-2.50E-05,0.003759318,0.00753647,-0.001915326,0.001872526,0.011302921,0.001858259,0.007511503
0,0.001858259,-0.011413489,-0.005696045,-1.78E-05,-0.003798552,-0.001901059,-0.011359989,-0.013286015,-0.005692478,0.009419695,0.015087206,-0.001911759,-0.003805685,-4.64E-05,-0.001911759,-0.003805685,-0.003798552,0.007540036,-0.003862753,0.001826158,-0.017109534,-0.011367122,-0.03026358,0.003755751,0.001858259,-0.005710311,-0.005681778,0.003762885,0.005638977,0.009408995,0.015072939,0.011281521,0.003752185,0.009430396,0.009416129,0.001847559,0.005638977,-4.28E-05,-0.003802119
0,-0.003809252,-0.011413489,0.003734351,-0.005710311,-1.78E-05,0.007522203,0.011299354,0.001865392,-0.005699611,0.001854692,-0.00757927,-2.85E-05,-0.001915326,-0.001908193,0.018857224,0.003752185,0.001861825,-0.003787852,-0.011431323,0.005496308,0.022523808,0.005631844,-0.03026358,-0.020811784,-0.028376788,-0.001915326,-0.00192246,-0.001915326,0.005638977,-5.35E-05,-0.015201341,-4.64E-05,0.015072939,-2.14E-05,-2.14E-05,-0.007561437,-0.001915326,-2.14E-05,0.001865392
0,0.018860791,0.009412562,0.009419695,0.013186147,-0.003819952,-0.01514784,0.003752185,0.005642544,-0.005685344,-0.003809252,-0.007582837,-0.005685344,0.001865392,0.007540036,-0.001901059,0.007540036,0.001879659,0.003770018,0.013157613,0.009326961,-0.013346649,-0.020818918,-0.009473196,0.007540036,0.00753647,0.005642544,0.01319328,-2.85E-05,0.020744017,0.003741484,0.001858259,0.005638977,0.005638977,-0.007572137,0.009426829,0.009423262,0.005638977,0.003755751,-0.005703178
0,-0.00954453,0.00563541,-0.001901059,0.007540036,0.00564611,0.016963298,0.001858259,0.003748618,0.009423262,-0.013250348,-0.020836751,-0.015197774,-4.28E-05,0.001872526,0.009423262,0.001854692,-0.005710311,0.005642544,-0.007643471,0.035774156,-0.002090095,0.011281521,-3.57E-05,0.001858259,0.016959732,0.009405429,0.013118379,0.013132646,0.024460534,-0.015187074,-0.015201341,0.011281521,0.001858259,0.001858259,-0.007625638,-0.001926026,0.005642544,-0.001904626,0.026390127
0,-0.005678211,-0.011359989,-0.003798552,0.01318258,-0.005688911,-0.003794985,-0.003794985,-0.018935692,-0.013268181,-0.020822485,-0.030270714,0.007511503,-0.011370689,0.003737918,-0.003809252,0.001883226,0.001876092,-0.003798552,-0.034144167,-0.022802012,-0.017109534,-0.003794985,-1.78E-05,0.007540036,0.011320755,0.003766451,-4.64E-05,0.003727218,-0.003805685,0.001861825,-0.003794985,-0.001908193,-0.005692478,-0.013250348,0.00564611,-0.009466063,0.001851125,-2.14E-05,0.011306488
0,0.003762885,0.00564611,0.018853658,0.009423262,0.009419695,-0.003794985,-0.00757927,-0.001929593,-0.003809252,-0.020822485,0.001847559,0.00563541,-0.00757927,-0.005681778,-0.003791418,-0.001897493,-0.001911759,-0.009462496,0.013157613,0.009326961,0.020676249,0.001865392,0.003762885,-0.001911759,0.001879659,-0.001901059,-0.003794985,0.001876092,0.005653244,0.005642544,-0.009462496,-0.001901059,0.011288654,0.001865392,0.011288654,-0.00194386,0.003737918,0.009401862,0.001868959
0,0.007529336,-0.011359989,-0.00193316,-0.017066733,-0.011417056,-0.001926026,-0.003809252,-0.001929593,0.011292221,0.003762885,0.015069373,0.009412562,-0.003809252,0.001851125,0.003734351,0.009419695,0.003755751,0.00753647,0.01877519,0.005496308,-0.002090095,-0.001972394,0.009394728,0.003762885,0.003755751,-0.001904626,-0.009469629,0.00563541,0.003734351,0.011295788,0.001868959,0.001858259,0.003752185,0.009408995,0.011288654,-0.001911759,-0.007572137,-0.013239648,-0.003784285
0,-0.009462496,-0.011367122,0.001865392,0.016963298,0.00752577,0.003752185,0.003748618,-0.009462496,0.009416129,-0.018946392,0.003748618,-0.013246781,0.003752185,0.001865392,0.011306488,-0.005685344,-0.015151407,-0.00951243,0.003623783,-0.009551664,-0.009598031,-0.00196526,0.005578343,-0.022748511,0.009419695,0.016970432,-0.001908193,-0.009469629,0.013186147,-4.99E-05,0.007522203,-0.001908193,-0.005692478,0.001858259,-0.007582837,-0.015144274,-0.009458929,-0.003809252,-0.003873453
