Target3,PSTNPSS1,PSTNPSS2,PSTNPSS3,PSTNPSS4,PSTNPSS5,PSTNPSS6,PSTNPSS7,PSTNPSS8,PSTNPSS9,PSTNPSS10,PSTNPSS11,PSTNPSS12,PSTNPSS13,PSTNPSS14,PSTNPSS15,PSTNPSS16,PSTNPSS17,PSTNPSS18,PSTNPSS19,PSTNPSS20,PSTNPSS21,PSTNPSS22,PSTNPSS23,PSTNPSS24,PSTNPSS25,PSTNPSS26,PSTNPSS27,PSTNPSS28,PSTNPSS29,PSTNPSS30,PSTNPSS31,PSTNPSS32,PSTNPSS33,PSTNPSS34,PSTNPSS35,PSTNPSS36,PSTNPSS37,PSTNPSS38,PSTNPSS39
0,-0.009244431,-0.003470804,-0.009227196,-0.006924374,-0.001161354,-0.003461524,0.002282936,0.009170189,0.004585757,0.002286913,-0.002316079,0.005747111,0.010340823,-0.004621552,-0.005788209,-0.008092357,-4.37E-05,-0.01039783,-0.001187869,0.001133513,0.00574446,-0.003466827,-0.006936306,-0.008104289,-0.010412413,-0.012708606,-0.005798815,-0.005789535,0.00111893,0.001138816,-0.001169308,-1.46E-05,0.005723248,-0.002316079,0.001140142,0.001138816,-0.00347213,-0.004642764,-0.002328011
0,0.0034191,-0.003482736,0.004575151,0.005729876,-0.008095008,-0.009262991,0.002273655,-0.003477433,-0.002333314,-0.004628181,0.013773181,0.004580454,-0.002316079,-0.003465501,-0.001164005,0.009199355,0.003431032,-0.001166657,-0.005776278,-0.005776278,-0.006924374,-0.001166657,0.002286913,0.005736505,-0.005773626,0.004595037,-1.06E-05,0.001146771,-7.95E-06,-1.19E-05,0.002288239,-0.00922587,0.011491571,-0.002314753,0.002296193,-0.003461524,-0.002314753,-0.00117196,-0.003480085
0,-0.001161354,0.005737831,0.010319611,0.010332868,-0.008067168,-0.006923048,0.004579129,0.005717945,-0.003494668,-0.002326685,0.008048607,0.006884602,0.00689123,-0.002318731,0.006873996,-0.004640113,-0.005788209,-3.18E-05,-0.010393853,-0.009251059,0.014938512,0.004573826,-0.002333314,-0.006942935,0.003417775,-0.001177263,-0.00347213,0.005736505,-0.001179914,0.017216144,-0.006950889,-0.008104289,-0.011547252,-0.003494668,-0.006942935,0.003424403,0.002267027,-0.004642764,0.003423078
0,0.009188749,-2.52E-05,-0.005789535,-0.011559184,-0.003470804,-0.005765672,-0.005768323,-0.008083077,0.008022092,0.002267027,0.013773181,-0.006945586,-0.003474782,-0.011536646,0.004587083,-0.0057723,-0.012680766,-2.65E-05,0.010327565,-3.45E-05,0.010312982,-0.012708606,0.002282936,-0.005776278,-0.009227196,-0.010393853,-0.013844771,-0.002318731,-1.19E-05,-9.28E-06,0.009195378,-0.005770975,-0.002310776,-0.008076448,-0.00346285,0.003444289,-0.001167983,-0.004620227,-0.003480085
0,-0.027678936,-0.017306295,0.001140142,0.005741808,-0.002326685,-0.002320056,-0.004621552,0.003440312,0.012642319,0.012640993,0.00689123,0.006892556,-0.001161354,0.001141468,-0.004617575,-0.006920397,-0.003465501,0.002284261,0.003431032,0.001113627,-0.002317405,-1.06E-05,0.006900511,-9.28E-06,-0.006924374,-0.005773626,-0.00347213,-0.005780255,-1.86E-05,-0.003468153,-0.014983587,0.009184772,0.017245311,0.004589734,-0.001166657,0.006885927,0.004584431,0.012646296,-0.001170634
0,-0.005802793,-0.004630833,0.00112821,-0.004628181,0.019524269,0.005711316,0.004567197,-0.005786884,0.002276307,-0.009240453,0.001125559,0.009186098,0.009184772,0.001113627,0.006862064,-0.002330662,0.005729876,-0.003478759,-0.010393853,-0.00348141,-0.008095008,-0.008087054,-0.020757213,-0.005782906,-2.65E-05,-0.001177263,0.001114953,0.006864716,0.005735179,0.001133513,-0.001166657,-0.004620227,0.004593712,0.005727225,0.003425729,0.01722675,-0.003492016,-0.016152896,-0.00808838
0,0.008020766,0.005725899,0.014943815,0.017240008,0.011461079,0.001124233,0.004593712,0.001145445,-0.003464176,0.005745785,0.011499525,-0.006923048,-0.004614924,0.009186098,0.008040653,-0.003466827,0.006896533,0.010350103,-1.06E-05,0.002284261,-0.003476107,-0.002328011,0.005737831,0.00804463,-0.001158702,-0.003461524,-0.00230945,0.008040653,0.002285587,-0.001174611,-0.005766997,-0.004616249,-0.002313428,0.01609854,0.020706835,0.013790415,0.004592386,0.003436335,-0.00808838
0,-0.011553881,-0.002335965,0.001144119,-0.004617575,-0.002312102,-0.003478759,0.016101192,0.006893882,0.001138816,-0.008068493,-0.008084402,-0.010389876,-0.004621552,-0.011536646,0.004587083,0.006895208,-0.004617575,-0.001166657,0.009196704,-0.004624204,0.010312982,-0.012708606,-0.002333314,-0.006942935,-0.009241779,-0.017300992,-0.006929677,-0.011543275,0.00340982,-0.006941609,-0.002325359,0.009196704,-0.002322708,0.004585757,-0.001166657,-0.00117196,-2.65E-05,0.002286913,0.004592386
0,-0.027678936,-0.011552555,-0.012696674,-0.011559184,-0.002324034,-0.006923048,-0.002317405,-0.012701977,-0.019609117,-0.011549904,-0.008084402,-0.010389876,-0.004621552,-0.011536646,-0.002318731,-0.002313428,-1.99E-05,-0.003478759,0.011470359,0.010319611,-0.010389876,-0.008087054,-0.020757213,-0.010400482,-0.004636136,-0.004638787,0.001114953,-0.005789535,0.00111893,-0.00233464,-0.006942935,-0.004642764,-0.017302318,0.001112301,-0.006927026,-0.001173286,0.004584431,0.005731202,0.005735179
0,-0.027678936,-0.011552555,0.002268352,0.003412472,0.019524269,0.005711316,0.004567197,-0.005786884,0.001122907,-0.00464409,-0.004632158,0.00228161,0.002277633,-3.45E-05,0.006873996,-0.004640113,0.006875321,-0.01386068,-0.006938957,-0.002321382,0.011488919,-0.003468153,-0.006936306,-0.008104289,0.009192726,-0.001166657,0.012634364,0.002284261,-2.39E-05,-0.001177263,-0.006950889,-0.002335965,-0.005785558,0.001124233,-2.65E-05,-0.001160028,-1.46E-05,-0.005769649,-0.008096334
0,-0.011520737,0.001141468,-0.001160028,-0.003469479,-0.008095008,0.018369544,0.009168863,0.005725899,0.001121582,-0.017303644,-0.009228522,0.00689123,0.00689123,-0.003466827,-0.020745282,-0.006933654,0.003431032,-0.001166657,-0.005776278,-0.005776278,-0.006924374,0.002289564,0.001141468,0.002286913,-1.99E-05,-0.012708606,-0.002326685,-0.005780255,-1.86E-05,-0.003468153,0.001117604,-0.012704629,-0.006941609,0.014950444,-0.008072471,0.006897859,0.008038001,0.001120256,0.001121582
0,0.025297895,0.00918212,0.006876647,0.018388104,0.003427055,0.008040653,-0.009236476,-0.009239128,0.005729876,-1.99E-05,-0.001160028,-0.011545927,-0.014990216,-0.003464176,0.00689123,-0.0057723,0.002285587,0.010340823,-1.19E-05,0.005745785,0.005741808,-0.001165331,0.006887253,0.006896533,0.005743134,-0.001175937,-0.002318731,0.003441638,0.002293541,-0.005773626,0.005745785,-0.004616249,-9.28E-06,-1.99E-05,0.003437661,0.006885927,-0.00347213,0.008045956,-0.002312102
0,-2.52E-05,0.00918212,0.006876647,0.018388104,0.005731202,-0.003478759,0.004593712,0.003442964,0.001142794,-0.004628181,-0.014996845,0.002294867,-0.001170634,0.009191401,0.016094563,-0.002314753,-0.005788209,-0.001158702,-0.001160028,0.005745785,-0.001165331,0.006884602,-0.001165331,-0.0069257,0.001133513,-0.017300992,-0.008084402,0.011479639,-0.005784232,-0.004636136,-0.004632158,-0.00922587,0.011491571,-0.003474782,-0.002322708,-0.004626855,0.001137491,-0.005784232,0.001121582
0,-0.004646742,-2.52E-05,0.008034024,0.003437661,-0.002316079,0.00574446,0.003440312,-0.005786884,0.001122907,-0.00464409,0.002280284,0.009186098,0.009184772,-2.92E-05,-0.012694023,-4.24E-05,-0.003478759,-0.009227196,-0.013834165,-0.009251059,0.014938512,0.005728551,0.01032624,-0.010400482,-0.010412413,-2.52E-05,0.005737831,-0.002318731,0.008040653,-0.006941609,-0.002325359,-0.008104289,-0.011547252,-0.003494668,-0.006927026,0.003440312,0.008038001,-0.002342594,-0.008101637
0,0.003421752,-0.005769649,-0.002317405,-0.001158702,0.001140142,0.009200681,0.004580454,-0.008083077,-0.017306295,-2.65E-05,-2.52E-05,-0.002321382,-0.014990216,0.002282936,-0.002317405,-0.003474782,-0.008079099,-2.25E-05,0.017238682,-0.003464176,-1.06E-05,-0.006923048,-0.004620227,0.0045725,0.016090586,-7.95E-06,-0.008069819,-0.002320056,-0.006927026,-0.001174611,-2.25E-05,0.00112821,-0.009241779,-0.00117196,-2.65E-05,0.013790415,0.003420426,0.003440312,0.005743134
0,0.001140142,0.004596363,0.003446941,-0.001160028,0.001141468,0.00574446,0.003441638,0.010343474,0.014946466,0.005745785,-0.002317405,-0.016146267,0.002280284,-0.003465501,-1.06E-05,0.011491571,0.008038001,0.003445615,-0.004616249,0.005747111,-0.001160028,0.006884602,0.002286913,0.005736505,0.001134839,0.001136165,0.00112821,0.005745785,0.001132188,-0.001165331,0.004597689,0.002293541,-1.33E-05,-0.002316079,-2.65E-05,0.013790415,0.003420426,-2.52E-05,0.003423078
0,-0.002317405,-0.001165331,-0.001183892,-0.005790861,-0.00118124,-0.006932329,0.001136165,-0.003477433,-0.002333314,0.008047281,-1.06E-05,-0.005768323,-0.001161354,-6.63E-06,0.005745785,0.009196704,0.002292216,0.005745785,0.004592386,0.004595037,0.018404013,-0.00117196,-0.020757213,-0.010400482,0.00112821,0.006873996,0.006883276,-0.001173286,-0.003474782,-0.002326685,0.00458178,0.004585757,0.017245311,0.004579129,-0.002324034,0.005741808,-7.95E-06,-1.33E-05,-0.001161354
0,0.009192726,-0.003470804,-0.009227196,-0.00348141,-0.00118124,0.00458178,-0.002317405,-0.005786884,-0.00230945,0.005741808,0.00689123,-0.006945586,-0.003474782,0.006883276,0.004585757,-0.008083077,-0.01037927,-0.009228522,-0.011537972,-0.001169308,0.003441638,-1.46E-05,0.006899185,-0.005766997,0.010350103,0.004579129,-0.008084402,-0.010395179,-0.0057723,0.001133513,0.001130862,0.005732528,-0.002322708,-0.008071145,-0.00576302,-0.001160028,-0.004618901,-0.003465501,-0.001170634
0,0.008020766,-0.002335965,0.011475662,-0.005790861,-0.008095008,-0.009262991,0.002273655,-0.003477433,-2.52E-05,-0.009220567,-0.010376618,0.008041978,-0.010373967,0.011503503,0.008051259,0.004595037,-0.002324034,-0.004622878,-0.001170634,0.005747111,0.005747111,0.006893882,0.009191401,-0.004621552,-0.003474782,0.001132188,-1.06E-05,0.001141468,-0.003470804,-0.002326685,-0.005766997,0.004595037,0.002292216,0.017240008,0.013794393,0.00574446,-1.86E-05,-0.006919071,-1.59E-05
0,-0.027678936,0.002271004,0.006876647,-3.18E-05,-0.004628181,-2.12E-05,0.00459106,0.012642319,-0.008075122,-0.009240453,0.001125559,0.004592386,0.003435009,0.001129536,0.001137491,0.005748437,-0.002314753,-0.009228522,-0.013844771,-0.003464176,-0.00346285,0.004597689,-1.33E-05,0.00689123,0.009192726,-0.003461524,-0.002310776,0.00804463,0.002276307,-0.008093683,0.002285587,-0.001164005,0.006892556,0.004585757,0.005737831,0.006885927,0.003437661,0.00459106,-0.001178589
0,0.004585757,-0.005769649,0.001144119,-0.001167983,0.002278958,0.002289564,0.004595037,0.001145445,0.002276307,-0.009240453,-0.006942935,0.00686339,0.005716619,0.001113627,0.003427055,-0.002313428,-0.01037927,-0.009228522,-0.006938957,-0.00118124,-0.004636136,-0.004632158,-0.020757213,-0.004622878,-2.12E-05,-0.005773626,-0.00347213,0.005736505,-0.001179914,0.017216144,0.005737831,-7.95E-06,-0.005769649,0.004585757,-0.001166657,-0.002313428,-2.39E-05,-0.003469479,-0.009229847
0,0.009191401,0.005737831,0.014943815,0.003412472,0.003431032,0.003437661,0.001136165,0.008047281,0.001121582,-0.008077774,-0.010376618,-0.002321382,-0.014990216,0.003427055,-1.46E-05,-0.002316079,0.008047281,0.008048607,0.004599015,-0.004624204,0.002280284,-1.99E-05,-1.86E-05,0.002260398,-0.009241779,-0.017300992,0.006893882,0.002284261,0.001136165,-1.19E-05,-0.003470804,-0.012704629,-0.006941609,0.003437661,0.006887253,-1.46E-05,0.003440312,0.00804463,-0.003461524
0,0.001145445,-2.65E-06,0.002296193,0.004596363,0.009186098,0.002289564,-0.003460198,-0.003458873,-0.008075122,-0.009240453,-0.008079099,-0.005774952,0.012639667,0.003427055,-1.46E-05,-2.65E-05,0.004580454,0.005732528,0.002288239,-0.004622878,-0.002318731,-0.002328011,-0.003473456,-0.001167983,-0.003474782,-0.00116268,-0.002310776,-0.001164005,-0.002312102,-0.004636136,0.008038001,-0.001165331,0.002294867,-0.008076448,-0.00346285,-0.001164005,-0.003468153,0.003436335,-0.004626855
0,0.003442964,-0.017306295,-0.009244431,-0.001167983,0.00230017,0.003449592,0.005741808,-0.006937632,-0.019609117,-0.002326685,0.002280284,-0.001160028,0.008041978,-0.001164005,0.001130862,-0.001182566,0.009160909,0.003438986,0.006899185,0.010356732,0.001132188,0.009190075,0.002294867,0.001140142,-0.008076448,0.001140142,-0.002310776,-0.001164005,0.00228161,-0.002321382,-0.004621552,-0.001169308,0.005723248,-0.002316079,-0.001164005,-0.003465501,-0.003468153,0.003436335,-0.004626855
0,-0.011520737,-0.00347213,0.008034024,0.003412472,0.019524269,-0.005796164,0.004560568,-0.001164005,-1.33E-05,-0.004628181,-0.002324034,-0.006923048,-0.004617575,-0.003470804,0.004587083,0.006895208,-0.004617575,-0.001170634,0.011470359,0.001113627,-0.004636136,-0.004632158,-0.020757213,-0.010400482,-0.004636136,-0.004638787,-0.00808838,-0.006928351,0.009188749,-0.002316079,0.002285587,-0.005770975,-0.002313428,-1.33E-05,-0.008100311,0.004576477,0.003432358,-0.010389876,-0.004617575
0,-0.005802793,-0.011552555,-0.012696674,0.001138816,-1.33E-05,0.004584431,0.009168863,0.005717945,-0.003494668,-0.011549904,-0.014995519,0.004580454,-0.002316079,-1.72E-05,-5.30E-06,-3.58E-05,0.008030047,-3.18E-05,-0.010393853,-0.009251059,0.001130862,-1.33E-05,-0.008069819,-0.005782906,-0.006942935,-0.017300992,-0.006929677,-0.002335965,0.002276307,-0.008093683,-0.003476107,-0.008083077,-0.011547252,-0.003494668,0.002260398,0.002280284,-0.004618901,-0.003465501,0.010346126
0,-0.001179914,-0.004630833,-0.005773626,-0.004622878,-0.002312102,0.008043304,0.001140142,-0.006937632,-0.005769649,0.004595037,-0.003466827,-0.002329337,-0.004620227,-0.003465501,-1.06E-05,-0.003465501,-0.010389876,-0.01039783,-0.001182566,-0.004622878,0.005739157,0.002289564,-1.59E-05,-9.28E-06,-0.002313428,0.008051259,0.002294867,0.003441638,0.001141468,-0.002312102,0.010340823,0.001140142,-0.002314753,-0.004614924,-0.006928351,-0.00347213,-0.005777603,0.002268352,-0.001178589
0,-0.00117196,0.004588409,0.005739157,-0.003468153,0.002278958,0.002289564,0.003433684,0.004577803,0.001121582,-2.65E-05,0.004588409,0.005737831,-0.001161354,-0.005766997,-0.005769649,0.00229089,0.003441638,0.006870019,-0.010393853,-0.00348141,-0.005769649,-1.99E-05,0.003445615,0.003441638,0.003442964,-0.006915094,0.006897859,0.004589734,-0.011533995,-0.004641439,0.008038001,-0.001165331,0.002294867,-0.008076448,0.002288239,0.003431032,0.019550784,0.005731202,0.001134839
0,0.009188749,-0.005780255,0.001122907,-0.004628181,0.019524269,-0.005796164,0.004560568,0.006871344,0.005733854,-0.001182566,0.001130862,-0.002331988,-3.31E-05,0.014942489,0.006873996,-0.004640113,0.006875321,-0.01386068,0.01492658,0.006868693,-0.00117196,-0.004628181,-0.003473456,-0.010400482,-0.010412413,0.004579129,-0.006929677,-0.002335965,0.002276307,-0.008093683,0.001117604,0.011484942,0.005723248,-0.003494668,-0.006942935,-1.99E-05,-0.010375292,-0.003466827,0.003442964
0,0.003421752,0.009176817,0.010319611,-0.006924374,-0.005773626,0.002288239,0.002268352,0.011490245,0.002285587,0.009195378,-0.006942935,0.00686339,-0.00233464,-0.021913264,-0.010409762,-4.24E-05,0.008030047,-0.0057723,0.001125559,0.001129536,0.010312982,-0.012708606,-0.002333314,-0.006942935,-0.009241779,-0.010393853,-0.013844771,-0.006928351,-0.008079099,-0.002324034,-0.001174611,0.009183446,0.003429706,0.001114953,-0.008100311,-0.004646742,-0.009236476,-0.005770975,0.001133513
0,0.0034191,-0.003482736,0.004575151,-0.005766997,-0.008067168,-0.006923048,-0.002317405,-0.005786884,0.002276307,-0.009240453,-0.006942935,0.00686339,-0.00233464,-3.45E-05,0.006873996,0.010319611,0.009160909,0.006870019,0.011470359,0.001133513,0.00574446,-0.001166657,0.01032624,-0.010400482,-0.010412413,0.004579129,-0.008084402,0.011479639,0.011471685,-0.008093683,-0.014983587,0.009184772,0.017245311,0.017240008,0.013794393,0.004575151,0.001132188,0.001120256,0.001121582
0,-0.002350549,0.00458178,0.00112821,-0.001167983,-0.005773626,-0.019601162,-0.009236476,-0.003494668,0.002269678,0.009186098,0.006887253,-1.46E-05,-0.017286409,-0.021913264,-0.010409762,-4.24E-05,-0.003478759,0.011488919,-0.005776278,-0.00118124,-0.004636136,-0.008093683,-0.003477433,-0.005774952,0.00228161,0.001137491,-0.001177263,-0.001157377,-0.003460198,-0.001177263,0.008020766,0.010332868,0.001124233,0.001114953,-0.008100311,-0.004646742,-0.009236476,0.001132188,0.003440312
0,-2.52E-05,0.00458178,-0.005773626,-0.004622878,-0.00347213,0.003429706,-0.008079099,0.001141468,0.004596363,0.003437661,0.004584431,-1.72E-05,0.004580454,-3.45E-05,0.006892556,0.003428381,-0.001165331,-0.01039783,-0.001166657,-2.52E-05,-2.12E-05,0.009190075,0.011490245,0.011491571,0.003425729,-0.002322708,0.001133513,0.002289564,-0.00346285,0.004592386,0.00229089,-0.003465501,0.003433684,0.001124233,0.001140142,-0.002312102,0.003446941,-0.003469479,-0.0057723
0,-0.009244431,-0.005774952,-0.00923515,-0.005790861,-0.009229847,0.002285587,-0.009231173,0.004577803,0.001121582,-0.017303644,-0.008084402,-0.010389876,-3.31E-05,-3.45E-05,-0.008079099,-0.003464176,0.003441638,-0.004622878,-0.004620227,0.002289564,-0.004636136,-0.004632158,-0.020757213,-0.010400482,-0.010412413,-2.52E-05,-2.78E-05,-0.005764346,-7.95E-06,0.001142794,-0.001164005,-0.004616249,-0.002308125,-0.002308125,0.002292216,-0.002317405,0.004592386,-0.00116268,-0.003480085
0,-0.011553881,-0.002335965,0.001144119,-0.004617575,-0.0057723,0.008040653,-0.009236476,-0.003494668,0.002269678,-0.00464409,-0.004632158,-0.011545927,-0.003474782,-0.011536646,0.003424403,0.010319611,-0.008079099,0.003440312,-9.28E-06,-6.63E-06,-0.001160028,0.006884602,0.01032624,-0.005782906,-0.004617575,-0.003478759,-0.003473456,-0.002318731,0.001132188,-0.0069257,-0.012683417,0.001132188,0.001133513,0.005735179,0.006883276,-1.99E-05,-0.001161354,0.012646296,-0.001178589
0,-0.011553881,-0.001170634,0.004575151,-0.005766997,0.009186098,0.004576477,0.011487594,0.009183446,0.012642319,0.012640993,0.00689123,0.004580454,-0.002316079,-0.003465501,-1.06E-05,0.003437661,-0.001170634,0.001142794,0.006893882,0.005739157,0.00459106,0.005743134,0.006895208,0.013799696,0.004599015,0.003448267,0.001136165,-1.19E-05,-1.33E-05,-0.0069257,-0.012683417,-0.005770975,-0.003466827,0.004592386,0.010343474,-0.004646742,-0.009236476,0.001133513,-0.005773626
0,-0.002317405,0.008049933,0.00112821,0.006885927,0.011461079,-0.004632158,0.003433684,0.003436335,-0.002333314,-0.004620227,0.00229089,-0.005769649,-9.28E-06,0.001145445,-0.009223219,-0.010380595,-0.001169308,0.005740482,-0.001160028,-0.005764346,0.003441638,-1.46E-05,0.006899185,-0.005766997,-0.005773626,-0.001166657,0.012634364,0.002289564,0.003437661,-0.001173286,-0.001164005,-0.005770975,-0.002313428,-1.33E-05,-2.92E-05,-0.001165331,0.006892556,-0.005766997,-0.008096334
0,-0.00117196,0.009180795,0.010319611,-0.00348141,-0.008095008,-0.004632158,-0.003476107,0.006895208,0.006892556,-0.001160028,-0.005773626,0.001124233,0.002277633,0.014942489,0.002271004,0.001140142,0.004587083,-0.001170634,0.011470359,0.001113627,-3.05E-05,0.005743134,0.0103448,0.003444289,0.001136165,0.001141468,0.003444289,-0.004620227,0.001141468,0.001142794,-2.25E-05,-0.001169308,0.008043304,0.003444289,-0.005764346,-0.001157377,0.004597689,-0.010371315,0.003446941
0,-0.004646742,-0.005780255,0.001122907,-0.001167983,-0.002316079,-0.005765672,0.008045956,0.004577803,0.001121582,0.006885927,0.004596363,-1.72E-05,0.009184772,0.012643645,0.006879299,0.003437661,-0.003461524,-0.00346285,-1.06E-05,-0.009221893,-0.004620227,0.001140142,-0.003465501,-3.98E-06,0.003446941,0.001132188,-0.0057723,-0.004620227,-2.39E-05,-0.002316079,0.002285587,0.001132188,-1.46E-05,0.001129536,-0.001166657,-0.001161354,0.00229089,0.003436335,-0.003470804
0,-0.001161354,-0.003470804,-0.005789535,-2.12E-05,-0.002316079,-0.008087054,-0.004624204,0.004571174,0.004567197,-3.98E-05,-0.014996845,-0.010389876,-0.003477433,-0.016146267,-0.012694023,-4.24E-05,0.008030047,-0.0057723,0.001125559,0.001129536,-0.010389876,-0.011549904,-0.015010102,-0.008104289,-0.004636136,-0.004638787,0.001114953,-0.005789535,0.00111893,-0.004636136,-0.002338617,-0.002317405,0.003431032,-0.003474782,-0.002322708,-0.001165331,-0.003468153,0.003436335,0.005721922
